Unnamed: 0,topic,hashtag,tweet_id,image_path,sample_path,body_text,label,image_text,text_with_OCR
51,ageism_08,covidiots,1289426986784288768,./tweet_data/ageism_08/covidiots/tweets1/EeT3AmgUMAAvxeL.jpg,./annot_data_hate/EeT3AmgUMAAvxeL.jpg,This tweet shed well.  #coronavirus #COVID19 #HermanCain #COVIDIOTS https://t.co/W2s5DvOGP5,2.0,"herman cain 1d mask mandatory event attend president trump people fed south dakota governor social distancing big mt rus
",herman cain 1d mask mandatory event attend president trump people fed south dakota governor social distancing big mt rus
52,politics_08,TrumpIsANationalDisgrace,1294831943817793536,./tweet_data/politics_08/TrumpIsANationalDisgrace/tweets3/Efgqym-XkAY_01H.jpg,./annot_data_hate/Efgqym-XkAY_01H.jpg,RIP Robert Trump... #WrongTrump #Trump #MAGA #TrumpFailedAmerica #TrumpIsANationalDisgrace #TrumpVirusDeathToll168K https://t.co/mghVOlcb3b,1.0,"ze get wrong
",ze get wrong
53,politics_08,goodvsevil,1298072619460239364,./tweet_data/politics_08/goodvsevil/tweets4/EgOuKuEXYAQWaWF.png,./annot_data_hate/EgOuKuEXYAQWaWF.png,"Should Christians vote? Wouldn't that mean they were ""pushing their morals"" on others? 
If they shouldn't vote, then atheists shouldn't vote either. They too would try to push their morals on others. ALL Laws Legislate Morality. Frank Turek  #WelcomeToTruth #GoodVsEvil https://t.co/BUZpOh38Hw",2.0,"law naa veena ot
",law naa veena ot
54,politics_12,TrumpIsALaughingStock,1338030777070653440,./tweet_data/politics_12/TrumpIsALaughingStock/tweets2/EpGjtZwW4AQ96EA.jpg,./annot_data_hate/EpGjtZwW4AQ96EA.jpg,"Click on the pic please...😅😅👎
#TrumpIsALaughingStock 
#Trump 
#Biden https://t.co/58H0ZrcnH7",0.0,"nt speak lou tutte
",nt speak lou tutte
55,ageism_04,covidiots,1245336047686303746,./tweet_data/ageism_04/covidiots/tweets1/EUhSMSJUEAEwd9R.jpg,./annot_data_hate/EUhSMSJUEAEwd9R.jpg,"Coro-Na-Joke April Fools. Stop your own Desi Treatment, and take advice from a Medical https://t.co/ErhJohTIi7 initiative to stop all the #Covidiots making April Fool #StayHomeStaySafe #Aprilfools #coronavirus #covid19 #lockedown2020 #Quarantine #aprilfoolsday #socialDistancing https://t.co/l8PosceLlP",2.0,"fun anymore rest home rest april fool pranks errr ee initiative prakash team member medi india ltd allt
",fun anymore rest home rest april fool pranks errr ee initiative prakash team member medi india ltd allt
56,asianhate_04,CCPLiedPeopleDied,1246102601717800960,./tweet_data/asianhate_04/CCPLiedPeopleDied/tweets1/EUsLtSXUcAEmP14.jpg,./annot_data_hate/EUsLtSXUcAEmP14.jpg,"@BIAUS #CCPChina is totally accountable on this #CCPViurs spread out !

#CCP_is_terrorist 
#ChinaLiedPeopleDie 
#CCPLiedPeopleDied https://t.co/mtirAJbQX2",1.0,"blame lead ax 320 rfa
",blame lead ax 320 rfa
57,ageism_04,covidiots,1250772832574898177,./tweet_data/ageism_04/covidiots/tweets3/EVui9AQXsAEb1z0.png,./annot_data_hate/EVui9AQXsAEb1z0.png,"Hey y'all let's go protest the lock down protecting us from this virus, but let's be safe about it and wear a mask. #COVID19  #COVIDIOTS  https://t.co/ugRFSNYdw2 https://t.co/sQsXUIKHVt",0.0,"bw cs wear msnbc video
",bw cs wear msnbc video
58,politics_04,kag,1253480005578997761,./tweet_data/politics_04/kag/tweets4/EWVBarIXsAUyJ7F.jpg,./annot_data_hate/EWVBarIXsAUyJ7F.jpg,"Dear #MAGA and #KAG Folks Trump would like you all to drink a cup of bleach. He said it would be ""Very powerful"" Cheers. 🍸 https://t.co/mLtYJDrbMG",2.0,"retool rea eel era ee
",retool rea eel era ee
59,asianhate_04,ChineseVirus,1248927698203709441,./tweet_data/asianhate_04/ChineseVirus/tweets2/EVUVERYUMAA3alb.png,./annot_data_hate/EVUVERYUMAA3alb.png,"Result of Corona Quarantine

Visit us: https://t.co/M9lQ73JFus

#Quarantine #covid19 #coronavirus #chinesevirus https://t.co/nf3lKGkjXt",0.0,"button ka social distancing sz le ae ne et te le kaj button ey social eee lg rahe eti
",button ka social distancing sz le ae ne et te le kaj button ey social eee lg rahe eti
60,politics_04,TrumpLiesPeopleDie,1250964609621770240,./tweet_data/politics_04/TrumpLiesPeopleDie/tweets3/EVxRrDHWAAQM2SD.jpg,./annot_data_hate/EVxRrDHWAAQM2SD.jpg,"@PressSec @realDonaldTrump You lie, he lies, you all lie.  Unfortunately people are dying because of it.
#TrumpLiesPeopleDie https://t.co/IP1YrI78eD",1.0,"remember 10 look 4s matt vr na
",remember 10 look 4s matt vr na
61,politics_04,goodvsevil,1245489902889963520,./tweet_data/politics_04/goodvsevil/tweets1/EUjed0aWsAc2Ctb.jpg,./annot_data_hate/EUjed0aWsAc2Ctb.jpg,"#goodvsevil #Kindle #Book Moon Blood 5 by Carol McKibben https://t.co/aAviyUNOJo @carolmckibben ""The most action-packed, thrilling, dangerous and, I think, the greatest surprise ending of this series."" -READER #DarkFantasy https://t.co/BaqHKYdC3T",2.0,"ww blood oo bom aes oy ed non nod ink 3s
",ww blood oo bom aes oy ed non nod ink 3s
62,politics_12,TrumpIsACompleteFailure,1342932283381186566,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets4/EqMNs8ZW4AMKBfs.jpg,./annot_data_hate/EqMNs8ZW4AMKBfs.jpg,"You spew nothing but BS - you don't have a clue what you are talking about!  It's not just Democratic states but also  republican states like Texas/Florida near the top of states in cases and deaths, even with Florida lying about their cases/deaths. #TrumpIsACompleteFailure https://t.co/RndAHMeAv1",1.0,"ie sonny ae
",ie sonny ae
63,politics_08,TrumpIsANationalDisgrace,1290035101095493632,./tweet_data/politics_08/TrumpIsANationalDisgrace/tweets1/Eecf8s8UYAA2wEG.jpg,./annot_data_hate/Eecf8s8UYAA2wEG.jpg,The moment we are waiting for.  #TrumpFailedAmerica #TrumpIsANationalDisgrace https://t.co/JDsspWbuT0,1.0,"ba ne fo ui save jg idiot poe president trump declares national emergency ai ry
",ba ne fo ui save jg idiot poe president trump declares national emergency ai ry
64,asianhate_04,ChiNazi,1253373931383218177,./tweet_data/asianhate_04/ChiNazi/tweets4/EWTg8XzUEAI33u8.jpg,./annot_data_hate/EWTg8XzUEAI33u8.jpg,Must hold #CCP and #WHO accountable for this pandemic. #ChinaLiedPeopleDie #chinazi #COVID19 https://t.co/XEWJtvOW8I,1.0,"deal wuhan virus spread ri es ss transparent alert cover world gp nd find complain outa racist al fi
",deal wuhan virus spread ri es ss transparent alert cover world gp nd find complain outa racist al fi
65,politics_08,LiarInChief,1298795301935943680,./tweet_data/politics_08/LiarInChief/tweets4/EgY_cNwWkAAdWCh.jpg,./annot_data_hate/EgY_cNwWkAAdWCh.jpg,"One of the original, bold-faced, psycho liars @ night3 of AMERICAN LIAR PARTY. Trumpler’s “alternate facts” nut job #kellyanneconway #GOPComplicitTraitors #PutinsPuppet #liars #LiarInChief #GOPConvention #GOP #TheLincolnProject #racism #racistinchief #VoteBlueToSaveAmerica #Biden https://t.co/dgNJbW8kGd",0.0,"te kell tuesday
",te kell tuesday
66,politics_12,TrumpIsACompleteFailure,1336385766356897795,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets2/EovLxVMXcAI-g5e.jpg,./annot_data_hate/EovLxVMXcAI-g5e.jpg,fuck our president #TrumpIsACompleteFailure https://t.co/bz5IIGfRQ8,2.0,"coat joe fice die ty ee
",coat joe fice die ty ee
67,vaccine_04,antivax,1253449630081331203,./tweet_data/vaccine_04/antivax/tweets4/EWUly7mX0AM4EsS.jpg,./annot_data_hate/EWUly7mX0AM4EsS.jpg,“More anti-vaxx propaganda trying to attack Bill Gates” via u/crazyc903 #vaxxhappened #antivax #antivaxx https://t.co/AQ9LHSSgt3,1.0,"tae ui on nee virus ue ms lto tess vht company
",tae ui on nee virus ue ms lto tess vht company
68,ageism_08,covidiots,1289752788356829185,./tweet_data/ageism_08/covidiots/tweets1/EeYfUgSU4AA5Pya.jpg,./annot_data_hate/EeYfUgSU4AA5Pya.jpg,This is #bunnings in Maribyrnong.  What are you people shopping for??? #COVID19Vic #COVIDIOTS https://t.co/BKCfzqUXrG,2.0,"ma ly ee lam ie ent ii la eee sammie ie arena ss
",ma ly ee lam ie ent ii la eee sammie ie arena ss
69,vaccine_12,BillGatesBioTerrorist,1344305998350135296,./tweet_data/vaccine_12/BillGatesBioTerrorist/tweets5/EqfvLk1XMAAcsSU.jpg,./annot_data_hate/EqfvLk1XMAAcsSU.jpg,@uksciencechief @UniofOxford @AstraZeneca Who's sponsored you #BillGatesBioTerrorist https://t.co/gUtfoEX3kr,1.0,"law require doctor scientist jacket run ge sl ie ra way know big company
",law require doctor scientist jacket run ge sl ie ra way know big company
70,politics_08,kag,1295465262569799680,./tweet_data/politics_08/kag/tweets3/EfpqymLUcAADqEJ.jpg,./annot_data_hate/EfpqymLUcAADqEJ.jpg,@Rock91964808 @Patty1z #KAG - Re-elect President Trump and vote out all Dems and Rinos https://t.co/jJyvLNgu2p,0.0,"ra need color word lael se pu ve se ie ss bes fi ie ze si americans
",ra need color word lael se pu ve se ie ss bes fi ie ze si americans
71,politics_04,Trump2020Landslide,1249097830981042176,./tweet_data/politics_04/Trump2020Landslide/tweets2/EVWv23xXYAY9LZ2.jpg,./annot_data_hate/EVWv23xXYAY9LZ2.jpg,@JoeMama123451 @TonyDos19 @RandyRRQuaid You media nut sucker love that fake shit #votedemocratignoranceisbliss #Trump2020Landslide https://t.co/8Q5ZFj2qFn,1.0,"ee corporation
",ee corporation
72,ageism_08,covidiots,1295903417668382721,./tweet_data/ageism_08/covidiots/tweets3/Efv5IeZX0AEkgKA.jpg,./annot_data_hate/Efv5IeZX0AEkgKA.jpg,"He: ""I have something private to tell you. My test came back positive."" 1964 Ford Thunderbird. #cars #Ford #COVIDIOTS https://t.co/iECmzssKEE",2.0,"gp al si ss ye om ns le private world pa gord ceres prose
",gp al si ss ye om ns le private world pa gord ceres prose
73,asianhate_08,CCP_is_terrorist,1294966427443634176,./tweet_data/asianhate_08/CCP_is_terrorist/tweets3/EfilGZlUEAACRml.jpg,./annot_data_hate/EfilGZlUEAACRml.jpg,"@ftchina CCP never respect freedom and democracy of Hong Kong. They are trying every means to stabilize their country, even killing them people. #CCP_is_terrorist #StandwithHongKong https://t.co/3nsUJJZ3rN",0.0,"faith leader join force warn uighur genocide ccp em stop kile th obese 704 bishop imam rabbi oo 2020 ey
",faith leader join force warn uighur genocide ccp em stop kile th obese 704 bishop imam rabbi oo 2020 ey
74,ageism_08,covidiots,1289840729116663809,./tweet_data/ageism_08/covidiots/tweets1/EeZvThIUcAAS_LE.jpg,./annot_data_hate/EeZvThIUcAAS_LE.jpg,@ToomeyWright Fixed it for you #COVIDIOTS - yw 🐷🤪🦇 https://t.co/VyTlmZZJsk,2.0,"st child oe ee ad hte
",st child oe ee ad hte
75,politics_08,PersonWomanManCameraTv,1295288960889942016,./tweet_data/politics_08/PersonWomanManCameraTv/tweets3/EfnKcXWUwAAcBjD.jpg,./annot_data_hate/EfnKcXWUwAAcBjD.jpg,"@dntaskdntcare @ChidiNwatu @JoeBiden 😬
The whitehouse is now a #shelteredworkshop for world’s dumbest criminals FFS 🙄🤣🤣🤣🤫💩🎟

#trumphasBrainDamage 
#personwomanmancameratv https://t.co/kyb3fRMYes",1.0,"th big relay cnt
",th big relay cnt
76,politics_08,LiarInChief,1298029600023482371,./tweet_data/politics_08/LiarInChief/tweets4/EgOHB2aXYAYiY5X.jpg,./annot_data_hate/EgOHB2aXYAYiY5X.jpg,Even the SISTER of #DonTheCon condemns the #LiarInChief @GOPLeader @GOP @SenatorCollins @GrassleyPress @SenThomTillis @LindseyGrahamSC @JohnCornyn @lisamurkowski @MarthaMcSally @JimInhofe @sendavidperdue @GOPChairwoman #VoteBlueToEndThisNightmare #VoteBlueToSaveAmerica https://t.co/yBzpP7FlgH https://t.co/36zN7AjrxI,1.0,"sar cg cr history remember ewe dad qy coward ent quiet oy sd let g0 io ry dy
",sar cg cr history remember ewe dad qy coward ent quiet oy sd let g0 io ry dy
77,politics_12,TrumpIsANationalDisgrace,1334573922218627073,./tweet_data/politics_12/TrumpIsANationalDisgrace/tweets1/EoVbDxHW4AAPNww.jpg,./annot_data_hate/EoVbDxHW4AAPNww.jpg,"Our #ConMan ""president"" has plenty up his sleeve and in his diaper.
#TrumpIsANationalDisgrace #TrumpIsANationalSecurityThreat https://t.co/SIV7VVwjOA",1.0,"pm seay ny ese america
",pm seay ny ese america
78,politics_04,TrumpIsALaughingStock,1253913398363820032,./tweet_data/politics_04/TrumpIsALaughingStock/tweets4/EWbKCoyUcAAp6_q.jpg,./annot_data_hate/EWbKCoyUcAAp6_q.jpg,"In a cat's eye, all things belong to #cats.
🐈😻😺
#catstagram #CatsOnTwitter #cat #TheLastDriveIn #TrumpIsALaughingStock #CelebDragRace https://t.co/mos4HK6wrw",2.0,"fi ey hee ey 44 movie wd siew oe wer ao ww ey ag 28 ae
",fi ey hee ey 44 movie wd siew oe wer ao ww ey ag 28 ae
79,ageism_04,covidiots,1253792061398167554,./tweet_data/ageism_04/covidiots/tweets4/EWZdOzUXQAELo6k.jpg,./annot_data_hate/EWZdOzUXQAELo6k.jpg,"What a week!! Time for a well earned toilet duck and coke or as I like to call it, a DonaldDuck!! #Trump #DonaldJTrump #DonaldTrump #DontDrinkBleach #COVIDIOTS #BLEACH #disinfectant #idiotinthewhitehouse https://t.co/LDdXviyTi4",2.0,"original taste rs ome aa ge qui cft fg
",original taste rs ome aa ge qui cft fg
80,ageism_04,covidiots,1250634741117669376,./tweet_data/ageism_04/covidiots/tweets3/EVslqvAUEAE7zou.jpg,./annot_data_hate/EVslqvAUEAE7zou.jpg,@PurMeow @KyleClark @9NEWS @GovofCO @PatrickForCO Congratulations on your nomination for the 2020 Darwin Awards! Good luck with that #COVIDIOTS #Cult45 https://t.co/sX6YnraJZP,2.0,"sir mo swear fight pandemic 19 stupidity 1241 twitter iphone 345 retweets 11 likes tq
",sir mo swear fight pandemic 19 stupidity 1241 twitter iphone 345 retweets 11 likes tq
81,ageism_04,covidiots,1254766632603234314,./tweet_data/ageism_04/covidiots/tweets4/EWnTlpnU4AA2G3N.jpg,./annot_data_hate/EWnTlpnU4AA2G3N.jpg,@PIBFactCheck @ICMRDELHI @airnewsalerts @DDNewslive @PBNS_India PL CHECK THIS TOO &amp; REVERT.IF FAKE THEN TREAT THESE JOURNOS AS #COVIDIOTS . https://t.co/wTfWjMg6ZR,2.0,"jain sree 3h india buy overpriced faulty test kit report ndtv right
",jain sree 3h india buy overpriced faulty test kit report ndtv right
82,politics_12,kag,1337080739742015491,./tweet_data/politics_12/kag/tweets2/Eo5D17IW4AAZFAK.jpg,./annot_data_hate/Eo5D17IW4AAZFAK.jpg,Back to reality!#BidenConcede #Trump2020 #MAGA #KAG #CloserNation #CloserNews #ElectionFruad #Election2020 #election #USA #StopTheSteaI https://t.co/AKqOqwjjQ9,2.0,"elf ei late city final oe vr co mystery chinese spy pace 45 hunter probe tt pais tel
",elf ei late city final oe vr co mystery chinese spy pace 45 hunter probe tt pais tel
83,politics_08,TrumpIsACompleteFailure,1297415008092135426,./tweet_data/politics_08/TrumpIsACompleteFailure/tweets4/EgFV5-rWoAEIa3E.png,./annot_data_hate/EgFV5-rWoAEIa3E.png,Trump looks like the kid that is mad b/c his parents made him take the Family Christmas/Holiday photo he didn't want to be in. #TrumpIsACompleteFailure #TrumpIsLosing https://t.co/QU6wOe6Gi9,2.0,"republican national convention key speaker oe donald trump jr ale eo sn
",republican national convention key speaker oe donald trump jr ale eo sn
84,politics_12,LiarInChief,1337289732850556930,./tweet_data/politics_12/LiarInChief/tweets2/Eo8BsEdVgAEvdor.jpg,./annot_data_hate/Eo8BsEdVgAEvdor.jpg,Trump has become America's Biggest Loser. The recognition that he is due. #WorstPresidentInHistory @WhiteHouse #fakepresident #LiarInChief #moroninchief He is officially asshole of the year. #TimeLoserTrump https://t.co/Ls2Vx6jCKO,1.0,"asshole year af aa ld pp
",asshole year af aa ld pp
85,politics_08,TrumpIsARapist,1289729993715511298,./tweet_data/politics_08/TrumpIsARapist/tweets1/EeYKlr9UYAcAj93.jpg,./annot_data_hate/EeYKlr9UYAcAj93.jpg,@realDonaldTrump  we all know your days are numbered! #TrumpIsARapist #TrumpIsUnwell #VoteBlueToSaveAmerica2020 https://t.co/67r6w5Q2iY,1.0,"pup ultra se pie time tm ey ready publicly te td
",pup ultra se pie time tm ey ready publicly te td
86,vaccine_04,CoronaHoax,1253123045599973379,./tweet_data/vaccine_04/CoronaHoax/tweets4/EWP8wppXgAAXvfr.jpg,./annot_data_hate/EWP8wppXgAAXvfr.jpg,Don’t give up on your freedom ..#freedom #Justice #FreeAssange #Covid19Out #CoronaBollocks #CoronaHoax #endthelockdown #EndTheShutdownNow #StaySafe #civildisobedience #standforsomething #Agenda2030 #FakePandemic #fakevirus #Plannedemic #CoronaVillains #FireFauci #PoliceBrutality https://t.co/c1h2qKU8YM,0.0,"free society law unjust obligation break law lh
",free society law unjust obligation break law lh
87,politics_08,kag,1299686070628552705,./tweet_data/politics_08/kag/tweets5/EglplUVXgAAxOTg.jpg,./annot_data_hate/EglplUVXgAAxOTg.jpg,"This is the Election of our LIFETIME. A vote for President Trump is a vote to SAVE America #MAGA #KAG #TRUMP2020 #PATRIOT #CONSERVATIVE #Q #WWG1WGA #QAnon 
#DeAnna4Congress https://t.co/qOpbCzPD6H",2.0,"a8 ay coy rad lu ely train
",a8 ay coy rad lu ely train
88,ageism_04,covidiots,1251693853838540800,./tweet_data/ageism_04/covidiots/tweets3/EV7o7AbXQAAV9Le.jpg,./annot_data_hate/EV7o7AbXQAAV9Le.jpg,They walk among us. But only for a little while longer probably #COVIDIOTS https://t.co/haTiZOp1gZ,0.0,"mes ss communism ay ead af oes ea eee te tt ai
",mes ss communism ay ead af oes ea eee te tt ai
89,politics_12,TrumpIsALaughingStock,1337581241911173120,./tweet_data/politics_12/TrumpIsALaughingStock/tweets2/EpALDLbXIAASqsM.jpg,./annot_data_hate/EpALDLbXIAASqsM.jpg,@realDonaldTrump Another win for Biden #PresidentElectBiden #TrumpDerangementSyndrome #TrumpMeltdown #TrumpIsANationalDisgrace #TrumpTheFool #TrumpIsALaughingStock https://t.co/ELSpNmG5qn,2.0,"tie year ox biden
",tie year ox biden
90,politics_08,bunkerboy,1298279152383074306,./tweet_data/politics_08/bunkerboy/tweets4/EgRqAedXkDQFIL1.jpg,./annot_data_hate/EgRqAedXkDQFIL1.jpg,@realDonaldTrump Who you calling crazy #bunkerboy https://t.co/HFodmH8ros,1.0,"ae te tet sit democrats uv light ass
",ae te tet sit democrats uv light ass
91,politics_08,TrumpChaos,1298606457739411457,./tweet_data/politics_08/TrumpChaos/tweets4/EgWTsLWXgAEB41B.jpg,./annot_data_hate/EgWTsLWXgAEB41B.jpg,My calendar know things #TrumpChaos https://t.co/Xf3DMhToXg,2.0,"sk eae sha aae ae saas go greasy pole politic step step british politician michael wednesday 2020
",sk eae sha aae ae saas go greasy pole politic step step british politician michael wednesday 2020
92,politics_08,kag,1299781558887473157,./tweet_data/politics_08/kag/tweets5/EgnAcC1WAAEdJXR.jpg,./annot_data_hate/EgnAcC1WAAEdJXR.jpg,@ChrisMurphyCT LOL!  Such bull!  Trump 2020!  #KAG 🇺🇸😇🇺🇸 https://t.co/CcKuYiIV5H,0.0,"rt ze ry bs er ff qin democrats cunt rt cl cu ay feed
",rt ze ry bs er ff qin democrats cunt rt cl cu ay feed
93,immigration_08,BuildTheWall,1298117910100140033,./tweet_data/immigration_08/BuildTheWall/tweets4/EgPW4XgXkAAiSDh.jpg,./annot_data_hate/EgPW4XgXkAAiSDh.jpg,"#SteveBannon has been arrested for his #BuildTheWall fraud scheme so he's apparently a crook as well as a #WhiteSupremacist; I hope #DonaldTrump's former adviser enjoys many years behind bars as well as walls~!

https://t.co/mNNfQgDc7P https://t.co/zeLKkumDvn",1.0,"a5 nen er stone ws ce oh es en qe ae po kee qe 7y pap fon ce var
",a5 nen er stone ws ce oh es en qe ae po kee qe 7y pap fon ce var
94,ageism_12,covidiots,1344085666397708289,./tweet_data/ageism_12/covidiots/tweets5/Eqcl33fUcAANcu7.jpg,./annot_data_hate/Eqcl33fUcAANcu7.jpg,"@johnwcurtis those #covidiots sure do beLIEve some crazy things..like the ""test"" being used to fuel this plandemic is accurate!! The ones blamed ""broke the rules"" and aren't the ones getting tested and not getting traced back as vector of transmission..the media would have been ALL over that! https://t.co/29Defupshm",0.0,"seena cea mm ll bird coca cola bb arte cbd baie ie apple juice test positive
",seena cea mm ll bird coca cola bb arte cbd baie ie apple juice test positive
95,politics_04,TrumpGenocide,1245530004592697352,./tweet_data/politics_04/TrumpGenocide/tweets1/EUkC79lX0AAtzjx.jpg,./annot_data_hate/EUkC79lX0AAtzjx.jpg,We do not have a President. We have a heartless racist sociopath that will Kill many. He should go to jail for genocide #TrumpGenocide #COVID19 @GovRonDeSantis #Cuomo #biden #GOPDeathPanels https://t.co/qUWnwr7df5,2.0,"bibi cin hi story news popular wa ha ix ak rael hk trump couple week horrific world oo ps
",bibi cin hi story news popular wa ha ix ak rael hk trump couple week horrific world oo ps
96,politics_04,TrumpIsACompleteFailure,1253736935912353795,./tweet_data/politics_04/TrumpIsACompleteFailure/tweets4/EWYrGJUWAAQv81H.jpg,./annot_data_hate/EWYrGJUWAAQv81H.jpg,"@realDonaldTrump Sorry for them. Wonder if these are coming from the same place we were supposed to get ours from?

We're still waiting. 

#TrumpLiesPeopleDie 

#TrumpIsACompleteFailure 

#TrumpIsTheWORSTPresidentEVER https://t.co/lwnQT2aJzH",1.0,"bole ge usa liar look like
",bole ge usa liar look like
97,ageism_04,covidiots,1252752375183552513,./tweet_data/ageism_04/covidiots/tweets4/EWKrpO_WsA0WzGF.jpg,./annot_data_hate/EWKrpO_WsA0WzGF.jpg,"Furloughed. Hours of frustration attempting to get assistance. Kids (one special needs) lives disrupted, those all important routines shot to hell. I’m thinking it can’t get worse, and this douchebags’ photo shows up on my feed. From my home state. Ugh. #COVIDIOTS https://t.co/qqz10gPOBF",0.0,"ae aera ory pa sic wow tenn
",ae aera ory pa sic wow tenn
98,politics_08,AmericaOrTrump,1292966849466920961,./tweet_data/politics_08/AmericaOrTrump/tweets2/EfGKEltUwAImVbX.jpg,./annot_data_hate/EfGKEltUwAImVbX.jpg,@realDonaldTrump You are responsible...like it or not. And so shallow that you lament the loss of entertainment instead of showing 'real' concern for the devastation your incompetence has wrought on the American people. #TrumpIsADisgrace #AmericaOrTrump #CrueltyIsThePoint #TrumpFailedAmerica https://t.co/ueMvjSYJQo,1.0,"rae right oi ae rc er ce ns ee oe lj endanger ie pay
",rae right oi ae rc er ce ns ee oe lj endanger ie pay
99,politics_08,TrumpChaos,1299550543191310337,./tweet_data/politics_08/TrumpChaos/tweets5/Egjt7VQU8AALkxe.jpg,./annot_data_hate/Egjt7VQU8AALkxe.jpg,"@ProjectLincoln End the nightmare on November 3rd!
https://t.co/UvwzQMbIYW
#TrumpChaos #TrumpIsLosing #TrumpMeltdown #BidenHarris #BidenHarris2020ToSaveAmerica https://t.co/v2PXpIk0xO",0.0,"nightmare eevee fina ix err vote count
",nightmare eevee fina ix err vote count
