,topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR,label
44,politics_08,TrumpIsANationalDisgrace,1290268520727678977,./tweet_data/politics_08/TrumpIsANationalDisgrace/tweets1/Eefz-06XsAIKJzJ.jpg,./annot_100_hate/Eefz-06XsAIKJzJ.jpg,"@realDonaldTrump Then why has new cases outpaced testing by over 300%, genius? #TrumpIsANationalDisgrace #Biden2020ToSaveAmerica https://t.co/VaoDEtXHn9","CC GR
New!
HYDROXYCHLOROQUINE
NABISCO
OREO
DEMON GRRD
ALIEN DNA
AND
Supreme
Supreme
WT 2+2=3 FL OZ",gx le np sat af dee porno grep alien dna ie ie ee s7,0
45,politics_12,TrumpIsACompleteFailure,1340341979377483777,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets3/EpnZ3vAXMAAVYZ2.jpg,./annot_100_hate/EpnZ3vAXMAAVYZ2.jpg,"@Todd24ever ""And God spoke unto Trump""

#TrumpIsALaughingStock #TrumpIsACompleteFailure #TrumpCrimeFamily https://t.co/cSCl2agePq","Only God
Can Judge
Me.
YOU'RE A CUNT
TEmeponarer.nes",god gee judge bs,1
46,politics_08,TrumpChaos,1300089723575304192,./tweet_data/politics_08/TrumpChaos/tweets5/EgrYTzxWoAEP1nY.jpg,./annot_100_hate/EgrYTzxWoAEP1nY.jpg,"It was perhaps one of the only times he wasn't lying.
And now we are here.
#TrumpRiots
#TrumpChaos https://t.co/Ma5GrwoXMh https://t.co/3aAPzAEGZ9","Trump:I Could Murder and Not Lose Votes
| WTF |
Updated Apr. 13, 2017 6:04PM ET / Published Jan. 23, 2016 2:51PM ET",trump gould murder lose vote vy 3s,1
47,politics_08,Trump2020Landslide,1298737977645043715,./tweet_data/politics_08/Trump2020Landslide/tweets4/EgYLTfBXcAcuNQy.jpg,./annot_100_hate/EgYLTfBXcAcuNQy.jpg,@hgurdon Wow! That would be something. Anything to get Slo-Joe to perform. #Trump2020Landslide https://t.co/5gdsLV1F7d,"l AT&T
10:26 AM
68% 4
AA
A donaldjtrump.com
TRUMP
PENC E
MAKE AMERICA GREAT AGAIN!
2020
It appears you are
as lost as me.
RETURN TO HOMEPAGE",1026 68 aa poa cece stl ha eee lose aa oo,1
48,politics_08,Chameleon,1293958532501561346,./tweet_data/politics_08/Chameleon/tweets2/EfUQbQKX0AAq3bO.jpg,./annot_100_hate/EfUQbQKX0AAq3bO.jpg,"We met this adorable #chameleon @Petco The associate explained that he was from the #amazon . Our family visited there recently, so felt sad about this. Tagging #PetCo here in case they will consider leaving these lovely creatures in their natural habitat. 😢🌱 🌎 🇧🇷 https://t.co/KifOSplJtS",,et coment tts sa le fae,0
49,vaccine_04,CoronaHoax,1250538057717051392,./tweet_data/vaccine_04/CoronaHoax/tweets3/EVrNu87U0AAk4iv.jpg,./annot_100_hate/EVrNu87U0AAk4iv.jpg,Want me to wear a mask in public? K! #Event201 #plandemic #BillGatesForPrison #DefundWHO #MAGA2020 #CoronaHoax #OutOfShadows #ppe https://t.co/MDgAShVgtz,"Feeling Safe Yet?
VACCINES CONTAIN
ABORTED FETAL
CELLS
RESEARCH
EvenT
201
Your body,
my choice.
Plndenic
eugenicist
Watch ""Out of
Shadows",fo op safe se eny qu yep plante oe sg,1
50,politics_04,Trump2020Landslide,1249806017145249793,./tweet_data/politics_04/Trump2020Landslide/tweets2/EVgz8O3WAAsbH-q.jpg,./annot_100_hate/EVgz8O3WAAsbH-q.jpg,@TheEllenShow #bekindtooneanother #ellentube my sign to you #EllenDeGeneres If Trump did then what would you say?? #Trump2020Landslide #Trump2020 https://t.co/l1jtC0TkjZ,"Ellen DeGeneres O
ThIElaShos
Fulioe
Happy birthday, KalyPenyf It's time to bring out the big
balloons!
0.53 AM-Oct 2017",ellen degeneres,0
51,ageism_08,covidiots,1289426986784288768,./tweet_data/ageism_08/covidiots/tweets1/EeT3AmgUMAAvxeL.jpg,./annot_100_hate/EeT3AmgUMAAvxeL.jpg,This tweet shed well.  #coronavirus #COVID19 #HermanCain #COVIDIOTS https://t.co/W2s5DvOGP5,"Herman Cain O v
Masks will not be mandatory for the
event, which will be attended by
President Trump. PEOPLE ARE FED UP!
@THEHermanC... · 1d
South Dakota Governor: 'We Will Not
Be Social Distancing' at Big Mt. Rus...
westernjournal.com",herman cain 1d mask mandatory event attend president trump people fed south dakota governor social distancing big mt rus,0
52,politics_08,TrumpIsANationalDisgrace,1294831943817793536,./tweet_data/politics_08/TrumpIsANationalDisgrace/tweets3/Efgqym-XkAY_01H.jpg,./annot_100_hate/Efgqym-XkAY_01H.jpg,RIP Robert Trump... #WrongTrump #Trump #MAGA #TrumpFailedAmerica #TrumpIsANationalDisgrace #TrumpVirusDeathToll168K https://t.co/mghVOlcb3b,"Say what? I got
the wrong one? Fu#k!",ze get wrong,0
53,politics_08,goodvsevil,1298072619460239364,./tweet_data/politics_08/goodvsevil/tweets4/EgOuKuEXYAQWaWF.png,./annot_100_hate/EgOuKuEXYAQWaWF.png,"Should Christians vote? Wouldn't that mean they were ""pushing their morals"" on others? 
If they shouldn't vote, then atheists shouldn't vote either. They too would try to push their morals on others. ALL Laws Legislate Morality. Frank Turek  #WelcomeToTruth #GoodVsEvil https://t.co/BUZpOh38Hw","WELCOME TO TRUTH
ALL LAWS LEGISLATE MORALITY.
THE ONLY QUESTION IS, ""WHOSE MORALITY WILL BE
LEGISLATED?""
- DR. FRANK TUREK",law naa veena ot,0
54,politics_12,TrumpIsALaughingStock,1338030777070653440,./tweet_data/politics_12/TrumpIsALaughingStock/tweets2/EpGjtZwW4AQ96EA.jpg,./annot_100_hate/EpGjtZwW4AQ96EA.jpg,"Click on the pic please...😅😅👎
#TrumpIsALaughingStock 
#Trump 
#Biden https://t.co/58H0ZrcnH7",Can I speak to Lou?,nt speak lou tutte,0
55,ageism_04,covidiots,1245336047686303746,./tweet_data/ageism_04/covidiots/tweets1/EUhSMSJUEAEwd9R.jpg,./annot_100_hate/EUhSMSJUEAEwd9R.jpg,"Coro-Na-Joke April Fools. Stop your own Desi Treatment, and take advice from a Medical https://t.co/ErhJohTIi7 initiative to stop all the #Covidiots making April Fool #StayHomeStaySafe #Aprilfools #coronavirus #covid19 #lockedown2020 #Quarantine #aprilfoolsday #socialDistancing https://t.co/l8PosceLlP","It's not Fun Anymore.
Rest at Home & Give a
Rest to your April Fool Pranks
Donot be a Covidiot.
AN INITIATIVE BY PRAKASH & PRITESH SETHIA,
ENPALALIO PUSHPANJALI 25
medi India Pvt Ltd
ALONG WITH TEAM MEMBERS OF
We serve all!",fun anymore rest home rest april fool pranks errr ee initiative prakash team member medi india ltd allt,0
56,asianhate_04,CCPLiedPeopleDied,1246102601717800960,./tweet_data/asianhate_04/CCPLiedPeopleDied/tweets1/EUsLtSXUcAEmP14.jpg,./annot_100_hate/EUsLtSXUcAEmP14.jpg,"@BIAUS #CCPChina is totally accountable on this #CCPViurs spread out !

#CCP_is_terrorist 
#ChinaLiedPeopleDie 
#CCPLiedPeopleDied https://t.co/mtirAJbQX2","(Blame him!Not me!
Rebelfepper
©RFA. 03.13.2020.",blame lead ax 320 rfa,1
57,ageism_04,covidiots,1250772832574898177,./tweet_data/ageism_04/covidiots/tweets3/EVui9AQXsAEb1z0.png,./annot_100_hate/EVui9AQXsAEb1z0.png,"Hey y'all let's go protest the lock down protecting us from this virus, but let's be safe about it and wear a mask. #COVID19  #COVIDIOTS  https://t.co/ugRFSNYdw2 https://t.co/sQsXUIKHVt","KEMOVE
WHITMER
REGIME
LIVE R
IE
END
LOCKDOWN
TRUMP
Why are these two wearing
masks?
Still from MSNBC video.",bw cs wear msnbc video,1
58,politics_04,kag,1253480005578997761,./tweet_data/politics_04/kag/tweets4/EWVBarIXsAUyJ7F.jpg,./annot_100_hate/EWVBarIXsAUyJ7F.jpg,"Dear #MAGA and #KAG Folks Trump would like you all to drink a cup of bleach. He said it would be ""Very powerful"" Cheers. 🍸 https://t.co/mLtYJDrbMG","Enjoy Responsibly. ©2017 Anheuser-Busch,
Bud Lights Beer, St. Louis, MO.",retool rea eel era ee,0
59,asianhate_04,ChineseVirus,1248927698203709441,./tweet_data/asianhate_04/ChineseVirus/tweets2/EVUVERYUMAA3alb.png,./annot_100_hate/EVUVERYUMAA3alb.png,"Result of Corona Quarantine

Visit us: https://t.co/M9lQ73JFus

#Quarantine #covid19 #coronavirus #chinesevirus https://t.co/nf3lKGkjXt","Corona Quarantine Effect
Kaaj & Button ka
Social Distancing
LooksGud
Kaj and Button bhi Social Distancing Kar rahe hain",button ka social distancing sz le ae ne et te le kaj button ey social eee lg rahe eti,0
60,politics_04,TrumpLiesPeopleDie,1250964609621770240,./tweet_data/politics_04/TrumpLiesPeopleDie/tweets3/EVxRrDHWAAQM2SD.jpg,./annot_100_hate/EVxRrDHWAAQM2SD.jpg,"@PressSec @realDonaldTrump You lie, he lies, you all lie.  Unfortunately people are dying because of it.
#TrumpLiesPeopleDie https://t.co/IP1YrI78eD","REMEMBER TO LOOK
BOTH WAYS BEFORE
YOU GO
FUCK YOURSELF.",remember 10 look 4s matt vr na,0
61,politics_04,goodvsevil,1245489902889963520,./tweet_data/politics_04/goodvsevil/tweets1/EUjed0aWsAc2Ctb.jpg,./annot_100_hate/EUjed0aWsAc2Ctb.jpg,"#goodvsevil #Kindle #Book Moon Blood 5 by Carol McKibben https://t.co/aAviyUNOJo @carolmckibben ""The most action-packed, thrilling, dangerous and, I think, the greatest surprise ending of this series."" -READER #DarkFantasy https://t.co/BaqHKYdC3T","THE FIKST BLOOD SON SERIES (BOOK
MOON
BLOOD
ONE LAST. BATTLE
CAROL MCKIBBEN",ww blood oo bom aes oy ed non nod ink 3s,0
62,politics_12,TrumpIsACompleteFailure,1342932283381186566,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets4/EqMNs8ZW4AMKBfs.jpg,./annot_100_hate/EqMNs8ZW4AMKBfs.jpg,"You spew nothing but BS - you don't have a clue what you are talking about!  It's not just Democratic states but also  republican states like Texas/Florida near the top of states in cases and deaths, even with Florida lying about their cases/deaths. #TrumpIsACompleteFailure https://t.co/RndAHMeAv1",TREASON S GREETINGS,ie sonny ae,1
63,politics_08,TrumpIsANationalDisgrace,1290035101095493632,./tweet_data/politics_08/TrumpIsANationalDisgrace/tweets1/Eecf8s8UYAA2wEG.jpg,./annot_100_hate/Eecf8s8UYAA2wEG.jpg,The moment we are waiting for.  #TrumpFailedAmerica #TrumpIsANationalDisgrace https://t.co/JDsspWbuT0,"NBC NEWS
NOW
SOMEONE
PLEASE
SAVE US
FROM THIS
IDIOT
OF
RESIDENT
STATES
e NBC NEWS SPECIAL REPORT
SEAL
PRESIDENT TRUMP DECLARES NATIONAL EMERGENCY
LIVE
NBC NEWS",ba ne fo ui save jg idiot poe president trump declares national emergency ai ry,1
64,asianhate_04,ChiNazi,1253373931383218177,./tweet_data/asianhate_04/ChiNazi/tweets4/EWTg8XzUEAI33u8.jpg,./annot_100_hate/EWTg8XzUEAI33u8.jpg,Must hold #CCP and #WHO accountable for this pandemic. #ChinaLiedPeopleDie #chinazi #COVID19 https://t.co/XEWJtvOW8I,"HOW SHOULD WE DEAL WITH THE
WUHAN VIRUS SPREADING EVERYWHERE?
BE TRANSPARENT
ALERT THE
ABOUT IT
WORLD
COVER IT UP
DISPROPAGANDA.COM
AND IF ANYONE FINDS
OUT AND COMPLAINS,
CALL THEM A RACIST",deal wuhan virus spread ri es ss transparent alert cover world gp nd find complain outa racist al fi,1
65,politics_08,LiarInChief,1298795301935943680,./tweet_data/politics_08/LiarInChief/tweets4/EgY_cNwWkAAdWCh.jpg,./annot_100_hate/EgY_cNwWkAAdWCh.jpg,"One of the original, bold-faced, psycho liars @ night3 of AMERICAN LIAR PARTY. Trumpler’s “alternate facts” nut job #kellyanneconway #GOPComplicitTraitors #PutinsPuppet #liars #LiarInChief #GOPConvention #GOP #TheLincolnProject #racism #racistinchief #VoteBlueToSaveAmerica #Biden https://t.co/dgNJbW8kGd","ALTERNATE
Facts Con-artist.
ERNC
SeMSNBC
KELLYANNE CONWAY
WHITE HOUSE COUNSELOR
LIVE
EREPUBLICAN NATIONAL CONVENTIONE
BYE BYE! CU
NEXT TUESDAY!",te kell tuesday,1
66,politics_12,TrumpIsACompleteFailure,1336385766356897795,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets2/EovLxVMXcAI-g5e.jpg,./annot_100_hate/EovLxVMXcAI-g5e.jpg,fuck our president #TrumpIsACompleteFailure https://t.co/bz5IIGfRQ8,"DOCKE
SE
MILLIOC
JOE RICE
yare yare",coat joe fice die ty ee,0
67,vaccine_04,antivax,1253449630081331203,./tweet_data/vaccine_04/antivax/tweets4/EWUly7mX0AM4EsS.jpg,./annot_100_hate/EWUly7mX0AM4EsS.jpg,“More anti-vaxx propaganda trying to attack Bill Gates” via u/crazyc903 #vaxxhappened #antivax #antivaxx https://t.co/AQ9LHSSgt3,"NOT AN ENGINEER
DOCUMENTED
THIEF
NEVER FINISHED
COLLEGE
OWNS
VIRUS
PATENTS
NOT A DOCTOR
NOT AN
EPIDEMIOLOGIST
NOT A
VIROLOGIST
UNELECTED
VÍSITED
EPSTEIN'S PEDO
ISLAND COUNTLESS
TIMES
OWNS
VACCINE
COMPANIES",tae ui on nee virus ue ms lto tess vht company,1
68,ageism_08,covidiots,1289752788356829185,./tweet_data/ageism_08/covidiots/tweets1/EeYfUgSU4AA5Pya.jpg,./annot_100_hate/EeYfUgSU4AA5Pya.jpg,This is #bunnings in Maribyrnong.  What are you people shopping for??? #COVID19Vic #COVIDIOTS https://t.co/BKCfzqUXrG,"TOMEST PRCES
RE AST THE
MEE",ma ly ee lam ie ent ii la eee sammie ie arena ss,0
69,vaccine_12,BillGatesBioTerrorist,1344305998350135296,./tweet_data/vaccine_12/BillGatesBioTerrorist/tweets5/EqfvLk1XMAAcsSU.jpg,./annot_100_hate/EqfvLk1XMAAcsSU.jpg,@uksciencechief @UniofOxford @AstraZeneca Who's sponsored you #BillGatesBioTerrorist https://t.co/gUtfoEX3kr,"THERE SHOULD BE A LAW
REQUIRING DOCTORS AND
SCIENTISTS TO WEAR SPONSOR
JACKETS LIKE NASCAR DRIVERS
QTRUTHWARRIORGAVIN
gsk
SANOFIA
BAY
MERCK
Astrazeneca2
Pfizer
suVAON
THAT WAY WE WILL KNOW
WHICH BIG PHARMA/VACCINE
COMPANIES OWN THEM
Roche
GILEAD
BILL MELINDA
GATES fouderise
Gavi
CEPI",law require doctor scientist jacket run ge sl ie ra way know big company,1
70,politics_08,kag,1295465262569799680,./tweet_data/politics_08/kag/tweets3/EfpqymLUcAADqEJ.jpg,./annot_100_hate/EfpqymLUcAADqEJ.jpg,@Rock91964808 @Patty1z #KAG - Re-elect President Trump and vote out all Dems and Rinos https://t.co/jJyvLNgu2p,"LIVES MATTER
IF YOU NEED A COLOR IN FRONT OF THOSE TWO WORDS...
YOU'RE A RACIST.
WE ARE AMERICANS",ra need color word lael se pu ve se ie ss bes fi ie ze si americans,0
71,politics_04,Trump2020Landslide,1249097830981042176,./tweet_data/politics_04/Trump2020Landslide/tweets2/EVWv23xXYAY9LZ2.jpg,./annot_100_hate/EVWv23xXYAY9LZ2.jpg,@JoeMama123451 @TonyDos19 @RandyRRQuaid You media nut sucker love that fake shit #votedemocratignoranceisbliss #Trump2020Landslide https://t.co/8Q5ZFj2qFn,"CORPORATIONS
POLITICIANS
FAKE NEWS
MEDIA
LIKE US o Facdookicom/Neverrod.edfillay
LIBERALS",ee corporation,1
72,ageism_08,covidiots,1295903417668382721,./tweet_data/ageism_08/covidiots/tweets3/Efv5IeZX0AEkgKA.jpg,./annot_100_hate/Efv5IeZX0AEkgKA.jpg,"He: ""I have something private to tell you. My test came back positive."" 1964 Ford Thunderbird. #cars #Ford #COVIDIOTS https://t.co/iECmzssKEE","he
Private
World of
Thunderbird
A PRODUCT OF
Ford
MOTOR COMPANY",gp al si ss ye om ns le private world pa gord ceres prose,0
73,asianhate_08,CCP_is_terrorist,1294966427443634176,./tweet_data/asianhate_08/CCP_is_terrorist/tweets3/EfilGZlUEAACRml.jpg,./annot_100_hate/EfilGZlUEAACRml.jpg,"@ftchina CCP never respect freedom and democracy of Hong Kong. They are trying every means to stabilize their country, even killing them people. #CCP_is_terrorist #StandwithHongKong https://t.co/3nsUJJZ3rN","Faith leaders join forces to
warn of Uighur genocide
CCP, when will you
stop kiling them?
Uighurs are facing one
of the most egregious
human tragedies since
the Holocaust
@internationalfuckccp54321-
Rabbi Charley
Baginsky, Interim
Director of Liberal
Judaism
-70+ bishops,
imams and rabbis
(8Aug 2020)
Rowan Williams,
former archbishop
Imam Abdul
|Malik Mujahid
https://www.theguardian.com/world/2020/aug/08/faith-leaders-join-forces-to-warn-of-uighur-genocide",faith leader join force warn uighur genocide ccp em stop kile th obese 704 bishop imam rabbi oo 2020 ey,0
74,ageism_08,covidiots,1289840729116663809,./tweet_data/ageism_08/covidiots/tweets1/EeZvThIUcAAS_LE.jpg,./annot_100_hate/EeZvThIUcAAS_LE.jpg,@ToomeyWright Fixed it for you #COVIDIOTS - yw 🐷🤪🦇 https://t.co/VyTlmZZJsk,"The Elderly, Poor, Children
Scott Morrison/LNP
PARTY",st child oe ee ad hte,1
75,politics_08,PersonWomanManCameraTv,1295288960889942016,./tweet_data/politics_08/PersonWomanManCameraTv/tweets3/EfnKcXWUwAAcBjD.jpg,./annot_100_hate/EfnKcXWUwAAcBjD.jpg,"@dntaskdntcare @ChidiNwatu @JoeBiden 😬
The whitehouse is now a #shelteredworkshop for world’s dumbest criminals FFS 🙄🤣🤣🤣🤫💩🎟

#trumphasBrainDamage 
#personwomanmancameratv https://t.co/kyb3fRMYes","ary, Sir
Ya shit you pants
You nust leave!!",th big relay cnt,1
76,politics_08,LiarInChief,1298029600023482371,./tweet_data/politics_08/LiarInChief/tweets4/EgOHB2aXYAYiY5X.jpg,./annot_100_hate/EgOHB2aXYAYiY5X.jpg,Even the SISTER of #DonTheCon condemns the #LiarInChief @GOPLeader @GOP @SenatorCollins @GrassleyPress @SenThomTillis @LindseyGrahamSC @JohnCornyn @lisamurkowski @MarthaMcSally @JimInhofe @sendavidperdue @GOPChairwoman #VoteBlueToEndThisNightmare #VoteBlueToSaveAmerica https://t.co/yBzpP7FlgH https://t.co/36zN7AjrxI,"Long after
this moron
is dead
History will remember the
Cowards who kept quiet
and let this go on
Janlene",sar cg cr history remember ewe dad qy coward ent quiet oy sd let g0 io ry dy,1
77,politics_12,TrumpIsANationalDisgrace,1334573922218627073,./tweet_data/politics_12/TrumpIsANationalDisgrace/tweets1/EoVbDxHW4AAPNww.jpg,./annot_100_hate/EoVbDxHW4AAPNww.jpg,"Our #ConMan ""president"" has plenty up his sleeve and in his diaper.
#TrumpIsANationalDisgrace #TrumpIsANationalSecurityThreat https://t.co/SIV7VVwjOA","TAKING A
MASSIVE
DUMP ON
AMERICA.",pm seay ny ese america,1
78,politics_04,TrumpIsALaughingStock,1253913398363820032,./tweet_data/politics_04/TrumpIsALaughingStock/tweets4/EWbKCoyUcAAp6_q.jpg,./annot_100_hate/EWbKCoyUcAAp6_q.jpg,"In a cat's eye, all things belong to #cats.
🐈😻😺
#catstagram #CatsOnTwitter #cat #TheLastDriveIn #TrumpIsALaughingStock #CelebDragRace https://t.co/mos4HK6wrw",,fi ey hee ey 44 movie wd siew oe wer ao ww ey ag 28 ae,0
79,ageism_04,covidiots,1253792061398167554,./tweet_data/ageism_04/covidiots/tweets4/EWZdOzUXQAELo6k.jpg,./annot_100_hate/EWZdOzUXQAELo6k.jpg,"What a week!! Time for a well earned toilet duck and coke or as I like to call it, a DonaldDuck!! #Trump #DonaldJTrump #DonaldTrump #DontDrinkBleach #COVIDIOTS #BLEACH #disinfectant #idiotinthewhitehouse https://t.co/LDdXviyTi4","ORIGINAL TASTE
SINCE 1886
Coca-Cola
For
COMMERCIAL &
INDUSTRIAL
Use Only
Duck
TOILET
OCEAN
HMGIENICCLEANER,
REMOVESDIRT, DESCALES
GAND DESTROYS ODOURS
For protessional
une only
Johnson
A FAMILY COMPANY
750mle
CUC",original taste rs ome aa ge qui cft fg,0
80,ageism_04,covidiots,1250634741117669376,./tweet_data/ageism_04/covidiots/tweets3/EVslqvAUEAE7zou.jpg,./annot_100_hate/EVslqvAUEAE7zou.jpg,@PurMeow @KyleClark @9NEWS @GovofCO @PatrickForCO Congratulations on your nomination for the 2020 Darwin Awards! Good luck with that #COVIDIOTS #Cult45 https://t.co/sX6YnraJZP,"Sir Mo
@moreki_mo
I swear we are fighting two
pandemics
Covid 19 and Stupidity
12:41 AM · 3/27/20 · Twitter for
iPhone
345K Retweets 1.1M Likes",sir mo swear fight pandemic 19 stupidity 1241 twitter iphone 345 retweets 11 likes tq,0
81,ageism_04,covidiots,1254766632603234314,./tweet_data/ageism_04/covidiots/tweets4/EWnTlpnU4AA2G3N.jpg,./annot_100_hate/EWnTlpnU4AA2G3N.jpg,@PIBFactCheck @ICMRDELHI @airnewsalerts @DDNewslive @PBNS_India PL CHECK THIS TOO &amp; REVERT.IF FAKE THEN TREAT THESE JOURNOS AS #COVIDIOTS . https://t.co/wTfWjMg6ZR,"Sreenivasan Jain @Sree. · 3h v
Has India bought overpriced (and
faulty) COVID test kits from China?
@arvindgunasekar reports on NDTV
right now.
@OnReality_Check",jain sree 3h india buy overpriced faulty test kit report ndtv right,0
82,politics_12,kag,1337080739742015491,./tweet_data/politics_12/kag/tweets2/Eo5D17IW4AAZFAK.jpg,./annot_100_hate/Eo5D17IW4AAZFAK.jpg,Back to reality!#BidenConcede #Trump2020 #MAGA #KAG #CloserNation #CloserNews #ElectionFruad #Election2020 #election #USA #StopTheSteaI https://t.co/AKqOqwjjQ9,"NEWYORK POST
Page
Six.
THURSDAY, DECEMBER 10, 2020 / Mostly sunny, 50 / Weather: P. 49 ** LATE CITY FINAL nypost.com
$2.00
Kiss Kiss
Fang Fang
Rep. Eric Swalwell
(D-Calif.) with
accused spy
Fang Fang.
Mystery of the congressman
and the Chinese spy PAGES 4-5
HUNTER
TAX
PROBE
The feds have opened a
case into possible tax fraud
by President-elect Joe
Biden's son, Hunter. Sources
say it involves money Hunter
received from Chinese
companies, and the evidence
includes the laptop disclosed
by The Post in October.
PAGES 6-7
Biden son investigated for 'China cash'
Getty image",elf ei late city final oe vr co mystery chinese spy pace 45 hunter probe tt pais tel,0
83,politics_08,TrumpIsACompleteFailure,1297415008092135426,./tweet_data/politics_08/TrumpIsACompleteFailure/tweets4/EgFV5-rWoAEIa3E.png,./annot_100_hate/EgFV5-rWoAEIa3E.png,Trump looks like the kid that is mad b/c his parents made him take the Family Christmas/Holiday photo he didn't want to be in. #TrumpIsACompleteFailure #TrumpIsLosing https://t.co/QU6wOe6Gi9,"REPUBLICAN NATIONAL CONVENTION KEY SPEAKERS
PRESIDENT TRUMP MELANIA TRUMP
IVANKA TRUMP DONALD TRUMP JR
ERIC TRUMP
TIFFANY TRUMP
KRISTI NOEM
VP PENCE
NIKKI HALEY
KEVIN MCCARTHY
JONI ERNST
TIM SCOTT
/FOX
NEWS
ChanneT
ORLD TRADE ORG ELECTION, SOUTH KOREAN SPOX SAID INA STATEMENT... TALKS COME AFTER CORON",republican national convention key speaker oe donald trump jr ale eo sn,0
84,politics_12,LiarInChief,1337289732850556930,./tweet_data/politics_12/LiarInChief/tweets2/Eo8BsEdVgAEvdor.jpg,./annot_100_hate/Eo8BsEdVgAEvdor.jpg,Trump has become America's Biggest Loser. The recognition that he is due. #WorstPresidentInHistory @WhiteHouse #fakepresident #LiarInChief #moroninchief He is officially asshole of the year. #TimeLoserTrump https://t.co/Ls2Vx6jCKO,"Asshole of the Year
TIME
DONALD
TRUMP",asshole year af aa ld pp,1
85,politics_08,TrumpIsARapist,1289729993715511298,./tweet_data/politics_08/TrumpIsARapist/tweets1/EeYKlr9UYAcAj93.jpg,./annot_100_hate/EeYKlr9UYAcAj93.jpg,@realDonaldTrump  we all know your days are numbered! #TrumpIsARapist #TrumpIsUnwell #VoteBlueToSaveAmerica2020 https://t.co/67r6w5Q2iY,"ATTENTION TO ALL MY SUPPORTERS.
ITS ONLY A MATTER
OF TIME BEFORE I'M
LINKED TO JEFF EPSTEIN, SO
GET READY TO PUBLICLY
DEFEND PEDOPHILIA AND RAPE",pup ultra se pie time tm ey ready publicly te td,1
86,vaccine_04,CoronaHoax,1253123045599973379,./tweet_data/vaccine_04/CoronaHoax/tweets4/EWP8wppXgAAXvfr.jpg,./annot_100_hate/EWP8wppXgAAXvfr.jpg,Don’t give up on your freedom ..#freedom #Justice #FreeAssange #Covid19Out #CoronaBollocks #CoronaHoax #endthelockdown #EndTheShutdownNow #StaySafe #civildisobedience #standforsomething #Agenda2030 #FakePandemic #fakevirus #Plannedemic #CoronaVillains #FireFauci #PoliceBrutality https://t.co/c1h2qKU8YM,"Anyone in a free
society where the
laws are unjust
has an obligation
to break the law
Thoreau",free society law unjust obligation break law lh,0
87,politics_08,kag,1299686070628552705,./tweet_data/politics_08/kag/tweets5/EglplUVXgAAxOTg.jpg,./annot_100_hate/EglplUVXgAAxOTg.jpg,"This is the Election of our LIFETIME. A vote for President Trump is a vote to SAVE America #MAGA #KAG #TRUMP2020 #PATRIOT #CONSERVATIVE #Q #WWG1WGA #QAnon 
#DeAnna4Congress https://t.co/qOpbCzPD6H","ALL ABOARD
the *
TRU
Train 202",a8 ay coy rad lu ely train,0
88,ageism_04,covidiots,1251693853838540800,./tweet_data/ageism_04/covidiots/tweets3/EV7o7AbXQAAV9Le.jpg,./annot_100_hate/EV7o7AbXQAAV9Le.jpg,They walk among us. But only for a little while longer probably #COVIDIOTS https://t.co/haTiZOp1gZ,"SOCIAL
DISTANCING
TOW-AWAY
NO PARKING
TUESDAYS
2 00 PM
I1 00 PM
ENTIRE BLOCK
Bs REW
NOTICE
COMMUNISM
OPON TANLOUT
YORY
PHCALE",mes ss communism ay ead af oes ea eee te tt ai,0
89,politics_12,TrumpIsALaughingStock,1337581241911173120,./tweet_data/politics_12/TrumpIsALaughingStock/tweets2/EpALDLbXIAASqsM.jpg,./annot_100_hate/EpALDLbXIAASqsM.jpg,@realDonaldTrump Another win for Biden #PresidentElectBiden #TrumpDerangementSyndrome #TrumpMeltdown #TrumpIsANationalDisgrace #TrumpTheFool #TrumpIsALaughingStock https://t.co/ELSpNmG5qn,"DOUBLE ISSUE
DEC. 21 / DEC. 28, 2020
PERSONOF theYEAR
TIME
JOE BIDEN
AND
KAMALA
HARRIS
CHANGING
AMERICA'S
STORY
Elme.com",tie year ox biden,0
90,politics_08,bunkerboy,1298279152383074306,./tweet_data/politics_08/bunkerboy/tweets4/EgRqAedXkDQFIL1.jpg,./annot_100_hate/EgRqAedXkDQFIL1.jpg,@realDonaldTrump Who you calling crazy #bunkerboy https://t.co/HFodmH8ros,"AND THEN HE TOLD
HIS CULT MEMBERS
INJECT LYSOL AND STICK
A UV LIGHT UP YOUR ASS!
OCCUPY DEMOCRATS",ae te tet sit democrats uv light ass,1
91,politics_08,TrumpChaos,1298606457739411457,./tweet_data/politics_08/TrumpChaos/tweets4/EgWTsLWXgAEB41B.jpg,./annot_100_hate/EgWTsLWXgAEB41B.jpg,My calendar know things #TrumpChaos https://t.co/Xf3DMhToXg,"I went up the greasy pole
of politics step bY step.""
-BRITISH POLITICIAN MICHAEL HESELTINE
26
WEDNESDAY
AUGUST
2020",sk eae sha aae ae saas go greasy pole politic step step british politician michael wednesday 2020,0
