topic,hashtag,tweet_id,image_path,sample_path,label,body_text,image_text,text_with_OCR
AsianHate,chinesevirus,1298919687154065408,./data_AsianHate/chinesevirus/tweets4/Egawj1xVAAQdXA0.jpg,./annotation_data/AsianHate/Egawj1xVAAQdXA0.jpg,1.0,"@globaltimesnews #India does not believe dealing with #Galwan traitor n expansionist #China who gave #ChineseVirus #Madein #WuhanLab
#China hacked other NTN knowledge n belives in falsehood
Time for #India 2sever all bilateral relations with #China untill all occupied lands r returned
Jai Hind https://t.co/dDO4tUueNK"," Sarvoday Foundation COTCHINA      Sarveday through Email  sarvo transparency Raigad egn Web wwwsa Afghanistan China COK 1 POK COK 2 bakistan     RECLAIM OCCUPIED LAND 
",TI wun fin aes on
Vaccine,CoronavirusVaccine,1293442337549373440,./data_Vaccine/CoronavirusVaccine/tweets2/EfM68z0U8AE4hDw.jpg,./annotation_data/Vaccine/EfM68z0U8AE4hDw.jpg,2.0,@KremlinRussia_E  Putin taking orders of corona vaccine 😂😂 #RussianVaccine #CoronavirusVaccine #COVID @ashchanchlani #ashishchanchlani #wednesdaymorning https://t.co/Dwxgv6PApq," LOco 
",wi Ai at As
Political,Trump2020,1291411744934502400,./data_Political/Trump2020/tweets1/EewDftiXoAM9Pya.jpg,./annotation_data/Political/EewDftiXoAM9Pya.jpg,2.0,"VOTE @DHarshbargerTN1 in the #TennesseePrimary today! Diana is a licensed pharmacist and ran a successful business for the past thirty years. She's just the conservative we need in congress!

https://t.co/Wp5lutYUiZ

#republicanprimary #maga #trump2020 #tennessee https://t.co/gfaIehM9iL"," TN 01 Diana Harshbarger 
",mA ae
AsianHate,CCPVirus,1290872154934763521,./data_AsianHate/CCPVirus/tweets1/EeoZYC-UYAA7NKp.jpg,./annotation_data/AsianHate/EeoZYC-UYAA7NKp.jpg,2.0,"@Kate_OKeeffe @robert_spalding #WarRoomPandemic Dr. Li Meng Yan (M.D, PhD):Comparison of protein 3D structure, on the right is the link mechanism of ACE2 receptor and virus-artificial virus microorganism! biochemical weapon! #CCP_is_terrorist #CCPVirus  #virus #weapons https://t.co/Obv7F7c58C"," Americas Vice Dr Li Meng Yan MD PhD WAR ROOM PANDEMIC TRUMP CONFRONTED WITH DIVIDED ELECTORATE PRESIDENT TRUMP MEETS WITH THE NATI ProAl 
",om ea ie ES Voice velte Or ti Meng Yon TRUMP WITH DIVIDED ELECTORATE PRESIDENT TRUMP WITH THE
Vaccine,CovidHoax,1292959052876611584,./data_Vaccine/CovidHoax/tweets2/EfGDaCNXkAQbN0d.jpg,./annotation_data/Vaccine/EfGDaCNXkAQbN0d.jpg,1.0,"Pedophiles Now Control America - No Child is Safe from Medical Kidnapping

Read the full story here: https://t.co/P0r4ZN88HZ

#medicalkidnap #Plandemic #CovidHoax #ChildTrafficking #CPS #PizzaGate https://t.co/mIMiVzn9ur"," Kidnapping Doctors Susan M Lamb Alice Whittier Newton Bethany Mohr Channing Petrak Deborah Lowen Stacy Wood Thomas Nancy Henderson Shannon L Thompson MaryFran Crosswell Amy Barton Verena Brown OFO Kathryn R Crowell Michelle T Chudow Roberta Hibbard Terra Nicole Frazier Matthew J Cox Carol Berkowitz 
",aT maple yas Lam Nice Newton Mohr Lower Wood Ne ae me Con Carol Berkowitz
Immigration,americafirst,1292442592081260544,./data_Immigration/americafirst/tweets2/Ee-trwKXsAAZogL.jpg,./annotation_data/Immigration/Ee-trwKXsAAZogL.jpg,0.0,@PressSec @realDonaldTrump It's nice to see a politician who's doing what's best for America...#AmericaFirst https://t.co/c6Sguxg0Cz," THIS deserves a SLOW CLAP 
",CLAP
Political,trumpvirus,1300116495637385217,./data_Political/trumpvirus/tweets5/EgrxDytXsAAGpW9.jpg,./annotation_data/Political/EgrxDytXsAAGpW9.jpg,2.0,Only flags flying are #TrumpIsis flags. The white domestic terrorist and @realDonaldTrump are what’s wrong in America! Where are the jobs-the healthcare-we are in a depression because of this morons inability to lead! #TrumpRiots #TrumpVirus #TrumpViolence enough #TrumpDeath https://t.co/SvwbV0yA4O https://t.co/i0ceLz5ncp," TRUMP TEXT TRUMP te 88022 Deyton Ohie MARE AMERICA GREAY AGAIN 
",
Immigration,liberals,1296581002735652864,./data_Immigration/liberals/tweets3/Ef5hjF8UcAE48ro.jpg,./annotation_data/Immigration/Ef5hjF8UcAE48ro.jpg,1.0,Basically... #JoeBiden #JoeBidenKamalaHarris2020 #DemocraticNationalConvention #PEDOGATEISREAL #KamalaHarrisVP #Liberals #Democrats https://t.co/vWQXRcmV8P," Libs we just want leaders who support free healthcare and free college DNC Best I can do is an old retarded pedo and the Rachel Dolezal of cops 
",we just want who support free and free college be at oe ay Best is an old retarded Do
AsianHate,chinesevirus,1296375831972007936,./data_AsianHate/chinesevirus/tweets3/Ef2m2LDXgAIcTcc.jpg,./annotation_data/AsianHate/Ef2m2LDXgAIcTcc.jpg,1.0,"@qNkqy528TsBZFZw Why you can't say #Nazi's #ConcentrationCamps is beautiful, Beautiful scenery of #Tibet serving #CCPProganda, in reality #CCP's Prison 

#FreeTibet #FreeHK #BoycottMadeInChina #BoycottHuawei #BoycottChineseApps #ChineseVirus #XiJinping #India #59chineseapps #PMModi #IntoTibet2020 https://t.co/gntD6bT2bC"," NAT Freedom level 2018 100  most free Finlands 100 Canadas 99 Japan 96 Germany 94 France 90 Italy 89 US 86 S Korea 84 Brazil 78 India 77 Mexico 62 Nigeria 50 Turkeys 32 Russiaa 20 China14 Tibet between North Korea  Syria O US Freedom House TibetPeople 
",ae at an io ran ora rea are ar an oes eon Ly al ean North Ge pare he US Freedom aa san bom Ey coo
Political,maga,1292252442944393216,./data_Political/maga/tweets2/Ee6cdKXU8AEawah.jpg,./annotation_data/Political/Ee6cdKXU8AEawah.jpg,1.0,#uspoli #Putin #Russia DOMINATES djt by @Patbagley https://t.co/mBzvSqxNrA   #uspolitics #bunkerboy 🇺🇸🇺🇸🇺🇸🇺🇸 #maga #kag #PersonWomanManCameraTv #insiders," THE SAUT LAKE TRIBUNE TAKING A KNEE 
",oF me TAKING KNEE
Political,Trump2020,1292897669250199552,./data_Political/Trump2020/tweets2/EfFLik1XoAgxBzh.jpg,./annotation_data/Political/EfFLik1XoAgxBzh.jpg,1.0,"@FSUKXAZ @247Sports No, the democratic radical deep state Governors which are the same ones who dont have control of their cities and who are just wanting a shot as Joe Bidens VP pick are the ones causing all the hysteria. #Trump2020 landslide incoming. https://t.co/3LE31Obvt0"," HIN1 Virus COVID 19  US CASES   US CASES  46 MILLION lo date 8120 608 MILLION  PANIC LEVEL   PANIC LEVEL  ZERO MASS HYSTERIA US CLOSED  CHINA BLAMED   TRUMP BLAMED  Which of these presidents gave a 37 Mil grant to Wuhan labs 
",ad Virus COVID US US MILLION MIL ION Ta PANIC LEVEL PANIC LI ZERO aa Say eA onset TRUE BLAMED Which of these gave Mil grant to
Immigration,refugees,1295266931537215488,./data_Immigration/refugees/tweets3/Efm2ZkdXkAAsjDf.jpg,./annotation_data/Immigration/Efm2ZkdXkAAsjDf.jpg,2.0,"#Mondaymotivation

An incredible story of @AlphonsoDavies from unimaginable real life struggles to global reckoning and fame.

Read full story in bio!
#AlphonsoDavies #Liberian #Canadian #bundesliga #focus #football #hardwork #refugees #immigrants 

#Spidercomms get the job done! https://t.co/XHobCAhupm"," Alphonso Davies From refugee camp to Bayern Munich Alphonso Davies humble beginnings are fuel for the inextinguishable spirit that got him to where he is today to Bayern Munich 
",From refugee camp to on humble are fuel for the inextinguishable spirit that got him to where he is today to
Political,trumpvirus,1295582822678306816,./data_Political/trumpvirus/tweets3/EfrVr8fWAAAtKsG.jpg,./annotation_data/Political/EfrVr8fWAAAtKsG.jpg,1.0,@ericsslater @weijia Not to mention the distraction from #coronavirus as more Americans die because of his incompetence. #COVID19 #TrumpHasNoPlan #TuesdayMotivation #SaveTheUSPS #VoteBidenHarrisToSaveAmerica #Resist #TrumpVirus #Cult45 #QAnon #FauxNews #OANN https://t.co/Q4dy90JlMv," No amount of lies can hide his FAILURE 
",Ca No amount of ide FAIL RE
Political,Trump2020,1299080907836489736,./data_Political/Trump2020/tweets4/EgdDM3mUYAA9JQK.jpg,./annotation_data/Political/EgdDM3mUYAA9JQK.jpg,1.0,"Says it all.
#trump2020
#maga
#HidinBiden 
#goodvsevil
#AmericaFirst https://t.co/bYKZGziB5L"," 1619 PROJECT ELECTION 2020 Est 76 NO ACCOUNTS FOR WHITE ylal ADVOCACY AL White People Have a Racist Subconscious Virus HIRE FEWER WHITES macys POLICE ACCSM HAS PACE NERE HINNEAPOLIS PORTLAND DEFUND CRY CHICAGO NTIFA TOLKE ALL WHITES ARG NAZIS GOD BLESS AMERICA ALL COPS AR BLM HOLY FINE PEOPLE HOAX BIDEN HARRIS TRUMP AMERICA FIRST AMERICA IS RACIST 
",te tae Ni oN an pik ye ie te WIRD ie Se TRUMP
Boomer,trumpliesamericansdie,1292646234625376256,./data_Boomer/trumpliesamericansdie/tweets2/EfBm5RdXgAExVBA.jpg,./annotation_data/Boomer/EfBm5RdXgAExVBA.jpg,2.0,@RudyGiuliani Little @RudyGiuliani taking time in the #bunker with #bunkerbitchDonnie to play #RoyCohn games.  #AmericansKnowTheTruth #TrumpIsANationalDisgrace #TrumpLiesAmericansDie #TrumpIsANationalDisgrace #TrumpLiesEverytimeHeSpeaks https://t.co/6Cf7CejxiA," 924 ET WAIT LIVE 

",al
Political,Trump2020,1291423018850439174,./data_Political/Trump2020/tweets1/EewOYxfXsAAIcgK.jpg,./annotation_data/Political/EewOYxfXsAAIcgK.jpg,0.0,"@NRA The #NYAG is going after your fiances not your #2ndAmendment rights, #Doofus. This is A State issue not Federal so #Trump2020 &amp; #Barr can't help. Wanna scare a rich guy? Just say #Audit. Now maybe needless #GunViolence can stop. #VoteBlue https://t.co/nMOJpUcsmm"," ATH TRIGGERED 
",So RED
Mask,facemask,1295287278814732293,./data_Mask/facemask/tweets3/EfnI6iwWsAEJ__S.jpg,./annotation_data/Mask/EfnI6iwWsAEJ__S.jpg,2.0,"Low Fade Fohawk.

By Style Director Ram Gore.
At @AKreationsIndia

Contact us on 7208999911 or 8976228999.
Valet parking available.

#LuxurySalon #AkreationsIndia #Safety #Precuations #Covid-19 #Hygiene #FaceMask #ClientSafety #CoronaPrecautions #HaircutforMen #MensGrooming https://t.co/dPIljCfOJ7"," AK AKREATIONS BEFORE HAIR  BEYOND LUXURY SALON AFTER d t bl AK AK AKREATIONS AKREATIONS HAIR  BEYOND LUXURY SALON HAIR  BEYOND LUXURY SALON 
",HAIR BEYOND LUXURY SALON Se Wy tad re ae err farce
Mask,maskon,1299060724472389633,./data_Mask/maskon/tweets4/Egcw1YdXcAIAtB1.jpg,./annotation_data/Mask/Egcw1YdXcAIAtB1.jpg,2.0,"#covid19zim update as of today
Zimbabwe recorded 10 deaths and 41 new cases
Active cases have gone up to 1093
9 recoveries have been recorded - 
@MoHCCZim
#TheFeedZW #MaskOn https://t.co/gURytsyspQ"," Source  Ministry of Health  Child Care COVID19 Zim Update 27 August 2020 6292 Confirmed cases fO You Tube 5010 Recovered cases thefeedzw 1093 Active cases 189 Deaths THE FEED ZW If its nonessential we encourage everyone to Stay home and StopTheSpread COVID19 Zimbabwe 
",Pee Loci Update August Confirmed Sok Clue Active TE en Bien Ce an
Political,Election2020,1298611212016652289,./data_Political/Election2020/tweets4/EgWYAyAXoAE7x59.jpg,./annotation_data/Political/EgWYAyAXoAE7x59.jpg,1.0,"@jimiuorio this by far is the funniest thing I’ve seen in a while...
 #MailInVoting #Election2020 #VoteByMail2020 https://t.co/BTtGrVVps3"," THE POLITICAL PARTY WHO LOST 3300O EMAILS WANTS MAILIN VOTING imgflip com 
",ba
Boomer,karen,1297534797275959296,./data_Boomer/karen/tweets4/EgHFBWeXYAA6no4.jpg,./annotation_data/Boomer/EgHFBWeXYAA6no4.jpg,1.0,"If you're out, be kind. Don't be a #Karen https://t.co/Yc1MLyi6zE"," Church is over Time to go be a cunt to some poor food worker ifunnyco 
",Church over ae ae Time to go to some poor food worker
Political,Election2020,1298857440432324609,./data_Political/Election2020/tweets4/EgZ3E88X0AE4nYL.jpg,./annotation_data/Political/EgZ3E88X0AE4nYL.jpg,0.0,"Could #Democrats and the #GOP come together during  #Election2020 to honor #heroes &amp; #martyrs for a free #Cuba?
https://t.co/vNtqFHDmgv
@SenateDems @SenateGOP @HouseGOP @HouseDemocrats  #CubaPorLaVida #CubaLibre https://t.co/GEGiWLQ2oe"," Toast with a Real Cuba Libre Remember the Bay of Pigs Brigade 2506 heroes 
",Fore FE oR Aes Ce Brat
AsianHate,wuhanvirus,1297988934056718338,./data_AsianHate/wuhanvirus/tweets4/EgNiDrFXsAQ0PXX.jpg,./annotation_data/AsianHate/EgNiDrFXsAQ0PXX.jpg,0.0,"Cargill meat packing plant closure: #COVID19 outbreak among foreign workers tops 500 cases
by #RebelNews - 23 Apr 2020

new epicentre in Western #Canada

6:58

VID https://t.co/AqRBR1fl3w

#CoronaVirus #WuhanVirus  #CCPVirus

qt-covid19-vids-012 by #BorderObserver https://t.co/c5OLFN0Hq1"," THIRD WORLD Cargill MEAT FACTORY 
",THIRD WORLD
Mask,WearAMask,1297757456060178434,./data_Mask/WearAMask/tweets4/EgKPhqqVoAASzbf.jpg,./annotation_data/Mask/EgKPhqqVoAASzbf.jpg,1.0,"@TheSWPrincess @romanticskeptc @IDreamOfHamill @starwars @cwebbonline @DebbieDoesTwitt @DHStokyo @jomareewade @meg_Y12 @AryaKicksButt @Sky_Lee_1 Tired of people who refuse to wear masks?

Share your best mask memes! #MaskUp #WearAMask #MasksOn https://t.co/NevRTvonsF"," BidenHarris 2020 vwheato 
",
Mask,maskssavelives,1291045857769422849,./data_Mask/maskssavelives/tweets1/Eeq3BP2XgAIlZyf.jpg,./annotation_data/Mask/Eeq3BP2XgAIlZyf.jpg,0.0,"#Todayin #NewJersey #CoronaVirusUpdates #COVID19 #COVID #COVIDー19 

After yesterdays storm: 🤔😰

#MaskUp #MaskUpAmerica #MasksSaveLives https://t.co/tXwdhmlHaS"," New Jersey COVID19 Numbers Total Deaths 13989 New Deaths 8 Total Probable Deaths 1853 LTH CREATES ECON Learn more at covid19njgov 18 THE GREAT 
",al Pit tie New Jersey Total New Bon Total Probable Learn more at
Boomer,trumpliesamericansdie,1293702373869854720,./data_Boomer/trumpliesamericansdie/tweets2/EfQncvDXYAAm_u8.jpg,./annotation_data/Boomer/EfQncvDXYAAm_u8.jpg,1.0,"@realDonaldTrump @foxandfriends @MariaBartiromo #Kamala OWNED #Trump with this line! She'll continue to stand up to #RacistTrump and call out his #LiesLiesLies cuz #TruthMatters !!!

160 days to go until adults retake the WH. 
165K Americans dead.

#TrumpLiesAmericansDie 
#TrumpIsANationalDisgrace #BidenHarris2020ToSaveAmerica https://t.co/9smi95nmBC"," Trump inherited the longest economic expansion in history from Barack Obama and Joe Biden And then like everything else Trump inherited he ran it straight into the ground  KAMALA HARRIS RIDIN WITH BIDEN 
",Trump the economic expansion in history from and Joe And then like everything else Trump he ran it straight into the ground KAMALA
AsianHate,wuhanvirus,1297536714932715523,./data_AsianHate/wuhanvirus/tweets4/EgHGw2AWkAAVXW2.jpg,./annotation_data/AsianHate/EgHGw2AWkAAVXW2.jpg,2.0,"Dear @JoeBiden &amp; dear @realDonaldTrump - @POTUS in 2020 election - we🇺🇸need the #AmericanDream back for ALL, after we were #PearlHarbored by🇨🇳 #WuhanVirus. Or else #FrenchRevolution’s infamous #guillotine😱😰 - aka lawlessness in Gotham - in our Cities! @NYGovCuomo @NYCMayor 🇺🇸😘 https://t.co/zhtzoGQjd7"," BLACK LIVES MATTER 
",renin re oe el iE ah se it no amy Be te me oe Fa Ge te oe ie rie oe eS te so
Mask,maskup,1294490389798363137,./data_Mask/maskup/tweets3/Efb0JBUXoAAnx4v.jpg,./annotation_data/Mask/Efb0JBUXoAAnx4v.jpg,0.0,"We are ready! #MaskUp &amp; #Vote 

#CivilRights | #VotingRights | #protection | #RepresentationMatters #HTownVotes https://t.co/bNnInWjY1G https://t.co/rG70QzyxUz"," PROTECT MODE ON 
",pA MODE ON
Mask,facemask,1291354938879217665,./data_Mask/facemask/tweets1/EevQeTSWkAA3cIz.jpg,./annotation_data/Mask/EevQeTSWkAA3cIz.jpg,0.0,Excited to share the latest addition to my #etsy shop: Back off novelty face mask funny face mask cute face mask unisex face mask https://t.co/jvCMQLfwHW #noveltyfacemask #facemask #funnyfacemask #cutefacemask #unisexfacemask #unisexmask #customfacemask #custommask #ma https://t.co/Ws3InhOzz5," IF Youre Close Enough To Read This BACK OFF 
",ba Enough To Pac BACK OFF if
Boomer,trumpliesamericansdie,1292951809556873217,./data_Boomer/trumpliesamericansdie/tweets2/EfF8z85X0AggqEf.jpg,./annotation_data/Boomer/EfF8z85X0AggqEf.jpg,2.0,"@atrupar Nope, Secret Service would not just say ""shots fired"" out loud like that. 

Staged distraction #TrumpLiesAmericansDie https://t.co/ZHKatGsnFE"," os WITH UMP TRUMP TEXT TRUMP to 88022 Dayton Ohio MAKE AMERICA GREAT AGAINL 
",Yr TRUMP to ye ae
AsianHate,ChinaLiedPeopleDied,1289534818624012293,./data_AsianHate/ChinaLiedPeopleDied/tweets1/EeVZEGsUEAEOW_X.jpg,./annotation_data/AsianHate/EeVZEGsUEAEOW_X.jpg,1.0,@HawleyMO @BytedanceTalk #tiktokban indeed #ChinaLiedPeopleDied #WuhanVirusMadeInChina https://t.co/NWQT2lZ9Ec," TikTok is a racist app Banned GeorgeFloyd Delete TikTok now 
",is racist Delete no
AsianHate,ChinaVirus,1296116610571341824,./data_AsianHate/ChinaVirus/tweets3/Efy7L8MWkAIgQWE.jpg,./annotation_data/AsianHate/Efy7L8MWkAIgQWE.jpg,1.0,"Wow, #KAG! Like the #ChinaVirus , #MAGA hats are made in CHINA. 
#JoeBiden hats are made in the USA🇺🇸! 
Who is REALLY Keeping America Great? Somebody who talks smack to American workers — or somebody who EMPLOYS American workers? #labor #jobs #Biden #BidenHarris2020ToSaveAmerica https://t.co/QudaXhxQ51"," WOOL 65 ERYLIC 35 MADE IN CHINA UNIONWEAR MADE UNON MACENTHE UMA workers unted or ERICA AIN 
",we
Political,Trump2020,1289609533128491009,./data_Political/Trump2020/tweets1/EeWdBXYX0AML5sb.png,./annotation_data/Political/EeWdBXYX0AML5sb.png,2.0,"@PastorDScott @realDonaldTrump Vote #Trump2020 and Save Christianity!!!
APPLAUDED TRUMP HOLDING UP THE BIBLE &amp; SHOWING
STRENGTH FOR THE CHURCH. OUR CHURCH. https://t.co/5QIdPaKATk"," NS CURCN hase EELINE ALL ARE WELCK THE BEEREN R0 PIE NECTER MIE BLLBED R LLIAN ORn AYANAN PNER 
",
Boomer,trumpliesamericansdie,1296121126494466048,./data_Boomer/trumpliesamericansdie/tweets3/Efy_SziUEAA2O2W.jpg,./annotation_data/Boomer/Efy_SziUEAA2O2W.jpg,1.0,@realDonaldTrump This is your brand. Hatred. Divisiveness. Cheating. Lying. Racism. Misogyny. And did I mention hatred???? #AmericaOrTrump #TrumpLiesAmericansDie #TrumpIsANationalDisgrace https://t.co/TQw9eLt2oj," GREAT AGAIN YOU CANT SPELL HATRED MAKE AMERIC GREAT AGAIN WITHOUT A RED HAT 
",HATRED AGA re ae RED HAT
Mask,facemasks,1290887670575632384,./data_Mask/facemasks/tweets1/EeonfEWWAAAR-SD.png,./annotation_data/Mask/EeonfEWWAAAR-SD.png,2.0,"https://t.co/7xM2l8GD7Q

Would your 2019 self have believed me if I told you that #facemasks would become a significant fashion trend next year? Not. But thanks to capitalism, it is! https://t.co/D4URw63uAh"," 6 Local Brands That Introduced Face Masks Amid COVID19 brandsynariocom 
",Ras me PA we Local That Face Amid ran
AsianHate,CCPVirus,1297339425458753537,./data_AsianHate/CCPVirus/tweets4/EgETVBWUYAAuTOu.jpg,./annotation_data/AsianHate/EgETVBWUYAAuTOu.jpg,1.0,"@UndergroundSilk Those poor 1 billion Chinese people, such a bad situation: 
Floods, 
Infected water 
#CCPvirus
Poverty
Homes collapsing

Except about them 100 million CPP communist totalitarian members, f*** &amp; forget them. CCP members will get what you deserve one day. https://t.co/uIvoHP6keJ"," FCK YOU 
",me YOU
Boomer,karen,1298310417111044096,./data_Boomer/karen/tweets4/EgSGcQ5XoAI_5t-.jpg,./annotation_data/Boomer/EgSGcQ5XoAI_5t-.jpg,0.0,"Saw part of the the #RNC2020 replay. Did y’all see Don Jr. #cocaineeyes and his fiancé  @kimguilfoyle gave the best #Karen impression I’ve ever seen. If that’s how she acts when she’s aware of the camera, God help the employee that pisses her off. #UltimateKaren #2020Election https://t.co/WZeoA3oWcC"," Ultimatekaren 
",ATE wy
Immigration,cdnpoli,1296555946705973249,./data_Immigration/cdnpoli/tweets3/Ef5Kl-xUEAA9vek.png,./annotation_data/Immigration/Ef5Kl-xUEAA9vek.png,2.0,@mfa_russia @RussianEmbassy @RusEmbIran @IRIMFA_EN @RussiaUN @UN @RusEmbUSA @StateDept @MFA_China @AmbRusFrance ... «its own» ... #cdnpoli ... #bcpoli https://t.co/ZIujMQoprE," DailySabah  15m D5 Presidential elections in Belarus were neither fair nor free and therefore the results would not be recognized by the EU Germanys Merkel says DAILY SABAH ode Netanyahu Israel is determined to fight hate fanaticism and terrorism from whatever side ajeioqtrx Berlin cautious against Russian interference in Belarus 
",cade eS ae eR Mi iN determined to fight hate fanaticism and terrorism from de de is
Boomer,trumpliesamericansdie,1297537321206714368,./data_Boomer/trumpliesamericansdie/tweets4/EgHHTSSWkAEzbGt.jpg,./annotation_data/Boomer/EgHHTSSWkAEzbGt.jpg,1.0,@BleedingMarine Of course #TrumpsVaccineIsALie because everything The Obese Orange AntiChrist says is a lie. He’s pathological &amp; genetically incapable of telling the truth 🤥 #TrumpLiesAmericansDie #SundayMorning https://t.co/mgM9pcRmiT," SURGEON GENERALS WARNING Listening To This Moron May Be Hazardous To Your Health 
",St eR STROM alco Ca MOR We
Immigration,liberals,1293584380305211400,./data_Immigration/liberals/tweets2/EfO8IoLXsAACnQL.jpg,./annotation_data/Immigration/EfO8IoLXsAACnQL.jpg,1.0,#newsome sucks! #Liberals #DemocratsAreDestroyingAmerica https://t.co/77sSqMvbh1," CALIFORNIA CANNOT PAY FOR TRUMPS UNEMPLOYMENT BENEFITS THERE IS NO MONEY SITTING IN THE PIGGY BANK Gov Gavin Newsome FOR AMERICA SAYS THE GOVERNOR WHOSE STATE JUST GAVE STIMULUS CHECKS TO ILLEGAL IMMIGRANTS Brigitte Gabriel 

",CANNOT PAY UNEMPLOYMENT THERE IS NO MONEY SITTING IN THE PIGGY BANK THE GOVERNOR WHOSE STATE JUST GAVE STIMULUS TO ILLEGAL
Immigration,cdnpoli,1292841593813204999,./data_Immigration/cdnpoli/tweets2/EfEXpStWAAAaoAo.jpg,./annotation_data/Immigration/EfEXpStWAAAaoAo.jpg,0.0,"Demand #Ontario MPP's ensure #SafeSeptember. Current plan &amp; funding is insufficient &amp; poses serious risk to children, staff &amp; their families Sign &amp; share @CdnChange  petition now https://t.co/8H5D6F2qW3 
#onted #onpoli #cdnpoli #topoli @tdsb @TCDSB @ETFOeducators #UnsafeSeptember https://t.co/gTLhWwSOXT"," DEMAND ONTARIO MPPS PROVIDE ADEQUATE FUNDING  RESOURCES NEEDED TO ENSURE A SAFESEPTEMBER 
",DEMAND ay PROVIDE AA ADEQUATE eH TO ENSURE ba
Vaccine,CoronavirusVaccine,1293135525834940416,./data_Vaccine/CoronavirusVaccine/tweets2/EfIj2AcU0AEO-rZ.jpg,./annotation_data/Vaccine/EfIj2AcU0AEO-rZ.jpg,2.0,#Russia announces world's first #CoronavirusVaccine https://t.co/ujm3kyFpXv," Modiji Putin Ramdev Rula diya na bechaari ko 
",aN na ko
Boomer,karen,1291397645265547264,./data_Boomer/karen/tweets1/Eev3UIFU4AsLZkw.jpg,./annotation_data/Boomer/Eev3UIFU4AsLZkw.jpg,2.0,2 Bedroom Master En-suite) Kilimani https://t.co/rdHkgs88Lj #realestate #realestateagent #Karen #Homes #Houses #bungalow #Villas #Holidays #vacaymode #Affordable#GatedCommunity #Furnished #Plots #LandforSale #nairobi #ForSale #coronaviruskenya #Realtor #NairobiApartments... https://t.co/ZSLMUyHsFy," 0780783784 GOLDMUT GROUP 2 BEDROOM APARTMENTS KILELESHWA 0780783784 Kshs 14 M FOR SALE goldmutgroup wwwgoldmutgroupcoke 14 
",id FOR BALE HAN
Political,Election2020,1297156247855276032,./data_Political/Election2020/tweets4/EgBsulkWsAASf7Z.jpg,./annotation_data/Political/EgBsulkWsAASf7Z.jpg,2.0,Stay tuned...next week we will unveil our positive vision for #SD20. We need leaders who see America at her best and work to achieve it. I’m ready. #Election2020 🇺🇸 https://t.co/4H9Ayrr4MH," DANNY BURGESS Fave her Jut DANNY BURGESS JL VIDEO URGESS DANNY BURGESS COLORED BY STEVEN QUACH DANNY BURGESS 
",ye scale BURGESS Hey ae Ara ae be BURGESS TEN en os
Immigration,cdnpoli,1296093364832542721,./data_Immigration/cdnpoli/tweets3/Efyl_4DU8AAYvNG.jpg,./annotation_data/Immigration/Efyl_4DU8AAYvNG.jpg,2.0,"Today on the Canadian History Ehx podcast, I look at Canada in 1890. It was a year that saw three provincial elections, the birth of some very important Canadians and the death of the iconic Chief Crowfoot
Available on all podcast platforms
#indigenous #canada #history #cdnpoli https://t.co/jVpGxemntb"," CANADIAN HISTORY EHX PRSENTS CANADA YEARBYYEAR 1890 
",tou Os sa baa
Vaccine,covidvaccine,1293000884293472512,./data_Vaccine/covidvaccine/tweets2/EfGpYSEUYAER7Q3.jpg,./annotation_data/Vaccine/EfGpYSEUYAER7Q3.jpg,2.0,"President Duterte in a late-night address on Monday sees a 'Covid-free' December with possible distribution of Russia-developed vaccine by September or October.

The President says he volunteers to be vaccinated: ""para walang satsat diyan, pabakuna ako in public.""

#CovidVaccine https://t.co/2Gl24uUhs7"," 66 Maligayangmaligaya ako Ang Russia kaibigan natin ito Ang ano nila magbigay sila ng bakuna Wala naman sila sinabing bayaran mo Tingin ko kay President Putin tulong nila sa atin Someday makabayad kami ng utang na loob namin sa inyo President Rodrigo Duterte August 10 2020 Photo from Azerbaycan24 wwwsagisagcom sagisagphilippines sagisagph sagisagph SagisagTV 
",ako Russia mo ko kay President sa Someday na sa President August Photo from
Mask,maskup,1294016456942915584,./data_Mask/maskup/tweets2/EfU9tFBXgAAhqkh.jpg,./annotation_data/Mask/EfU9tFBXgAAhqkh.jpg,2.0,"#MaskUp! When at a NRHN facility, all must be masked anytime they are within 6 feet of someone else. This is required everywhere.

We are all responsible for Masking Up to keep our community safe. Thank you for #MaskingUp while in public!
#MaskUpNH #MaskUpNewHampshire #MaskUpMA https://t.co/5kWIPtgzcM"," ALL CIN ARE WE THIS IRE NRH Northeast Rehabilitation Hospital Network MY MASK PROTECTS YOU YOUR MASK PROTECTS ME MaskUpMA9 MASKUPNH TOGETHER WE CAN KEEP NH HEALTHY wwwmassgovMaskUp 
",AN at Tad Wit es St es Northeast Rehabilitation Hospital Network MY MASK YOU ea ae
Boomer,trumpliesamericansdie,1297141476028305408,./data_Boomer/trumpliesamericansdie/tweets4/EgBfS1BX0AEL69-.jpg,./annotation_data/Boomer/EgBfS1BX0AEL69-.jpg,1.0,"@DonaldJTrumpJr I think you mean WHEN Democrats win.  The hell we are in now because of @realDonaldTrump and his failure to lead. Do not scare the undereducated #MAGA.  We see you. We’re done. Help daddy start packing. Thank god he loves orange. 

#vote #BidenHarris2020 #TrumpLiesAmericansDie 🇺🇸 https://t.co/3Ouqyqg8gj"," Fake news Im the President Believe me SHOWTIME 
",an Li Fake news the Bel mi Seamer
