topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR,label
politics_08,TrumpIsACompleteFailure,1295914296917065728,./tweet_data/politics_08/TrumpIsACompleteFailure/tweets3/EfwDLtHWAAUewmY.jpg,./annot_3000_hate/EfwDLtHWAAUewmY.jpg,"@realDonaldTrump Hope you’re watching the DNC, loser. You are a national disgrace. #TrumpVirusDeathToll172K #TrumpIsACompleteFailure https://t.co/QoQ2OblePU","THE MOST CORRUPT, LYING, UNINFORMED, DIVISIVE, INCOMPETENT, UNHINGED, PATHETIC EXCUSE FOR A PRESIDENT IN THE HISTORY OF MANKIND. ",iy corrupt onan incompetent ag mankind,1.0
ageism_04,covidiots,1246514913088081927,./tweet_data/ageism_04/covidiots/tweets1/EUyCs4vWkAU26kI.jpg,./annot_3000_hate/EUyCs4vWkAU26kI.jpg,"Nassau University Medical Center, NY.  Office of Emergency Management aka #FEMA office EMPTY EMPTY EMPTY
#FilmYourHospital 
#film #CoronaStopKaroNa #CoronaHoax #Plandemic #COVIDIOTS https://t.co/0dUVuKpBcq",ll AT&T LTE 5:51 AM 100% Yesterday Edit 6:16 PM 1:08 ,lte 551 100 yesterday 616 pm il,0.0
ageism_04,covidiots,1253723768452788225,./tweet_data/ageism_04/covidiots/tweets4/EWYfHxrXYAgngdg.jpg,./annot_3000_hate/EWYfHxrXYAgngdg.jpg,"Great leaders always take the initiative and set the example.
#TrumpIsNotADoctor #InjectDisinfectant #DisinfectantDonnie #TrumpPressBriefing #Trump2020 #DrBrix #COVIDIOTS #Clorox #Drudge https://t.co/2zb3KW3FeW","CLOROX ""I know it burns Mr. President, but just hang on tight. Your coronavirus treatment is almost complete."" ",ai nt ey bh ie know burn mr president hese tight coronavirus treatment complete,1.0
politics_12,TrumpGenocide,1337901194124128257,./tweet_data/politics_12/TrumpGenocide/tweets2/EpEt_EnWMAEWF9Y.jpg,./annot_3000_hate/EpEt_EnWMAEWF9Y.jpg,"#TrumpGenocide, is color blind and won’t ask your religion or politics. https://t.co/6HXqJQ6dma https://t.co/OwJp8p8tZ3",MAK AME GREA AGAIN AGA GREAT AGAIN CLOWN WORLD GOP CLOWN TRUMP CAR PENCE ,aye mod noe os pe mn pause tee erl fi clo rum,1.0
vaccine_08,CovidHoax,1296316431286431744,./tweet_data/vaccine_08/CovidHoax/tweets3/Ef1w6n-WsAACWLT.jpg,./annot_3000_hate/Ef1w6n-WsAACWLT.jpg,"#coronavirus #SCAMDEMIC
Head of Forensic Medicine in Hamburg autopsies EVERY COVID death body (against gvt rules). His conclusion- NOT A SINGLE COVID-MARKED DEATH WAS CAUSED BY CORONA!
https://t.co/i0SNwvFvkW

#COVID19 #CovidHoax https://t.co/MDbmAcZf6M",IMMUNE FROM MIND CONTROL END LOCKDOWN BECAUSE ALL LIVES MATTER ,npe ol nti ho fay er ll uw wes malte lh,0.0
mask_2021-04,NoMoreMasks,1381240099376095239,./tweet_data/mask_2021-04/NoMoreMasks/tweets2/EysmjPyWUAQ26ty.jpg,./annot_3000_hate/EysmjPyWUAQ26ty.jpg,"Happy Day #100 of 2021 🎈
#nomoremasks
Honestly, unless you work in a hospital, skilled nursing facility or other health care facility, masks should be gone. 
#Biden #MasksDontWork https://t.co/jTtOxiXNoi",BIDEN'S FIRST 100 DAYS COVID-19 BATTLE PLAN 100 DAY MASK WEARING PROGRAM >100 MILLION VACCINE DOSES REOPEN SCHOOLS PERMANENTLY ,bidens 100 day battle plan tf 2100 day mask wear dl goa pane tey vaccine reopen schools ed ls amy,0.0
vaccine_2021-02,Plandemic,1364058949595631619,./tweet_data/vaccine_2021-02/Plandemic/tweets4/Eu4cYpSWQAAMWAX.jpg,./annot_3000_hate/Eu4cYpSWQAAMWAX.jpg,"Understand that this has never been public health or safety.
#Plandemic #MedicalMartialLaw
#WarOnHumanity2021 https://t.co/xPyDJVCbiG","WE ARE ON THE VERGE OF A GLOBAL TRANSFORMATION. ALL WE NEED IS THE RIGHT MAJOR CRISIS AND THE NATIONS WILL ACCEPT THE NEW WORLD ORDER."" -DAVID ROCKEFELLER BILDERBERG MEMBER ",global transformation need right major crisis nation accept new world order david rockefeller,0.0
politics_2020-02,TrumpCult,1231026635710726144,./tweet_data/politics_2020-02/TrumpCult/tweets4/ERV8MrfUEAAOx4f.jpg,./annot_3000_hate/ERV8MrfUEAAOx4f.jpg,@marcorubio Oh and you’re worried about releasing fake information! Give me a break! Oh well if the coronavirus hits then hopefully it’ll hit the #GOP first! #DrainTheSwamp #TrumpIsTheSwamp #TrumpCult https://t.co/Qv41v3Gnpo,WINNERS se AREN T LOSERS TRUMP Donald Trump O Donald Trump Jr./twitter WhatsDoOoddie ,ba wi arent laser donald trump si,1.0
politics_08,kag,1293705173584543745,./tweet_data/politics_08/kag/tweets2/EfQpy7lWkAANwB9.jpg,./annot_3000_hate/EfQpy7lWkAANwB9.jpg,"@cjtruth @mindersue2 How can you tell a Democrat from a supporter of MAGA ?
Hold a US Flag in front of them. If they hiss and pull away it was likely a Democrat.

#MAGA #KAG #USA https://t.co/VI4LF9pa1O",Seems the far Left hates the U.S. flag as much as any other in existence. Who taught you to hate our own country? #Democrats #Riots #WalkAway #BLEXIT #MAGA #KAG ,cates oak anu zm fe walk ta,1.0
ageism_04,covidiots,1253918072097763328,./tweet_data/ageism_04/covidiots/tweets4/EWbP1vXUEAEhqeU.jpg,./annot_3000_hate/EWbP1vXUEAEhqeU.jpg,"The irony of these #COVIDIOTS showing up en masse to re-open ‘murica, is if Hillary Clinton or Barack Obama were the POTUS they would hide out in their bunkers for years. No one would be more afraid of COVID-19 than them. https://t.co/RJJqrYMpRH",TRUMP CAFE RUMP he ulet majity STANDS WITH TRUMP ,fa lo es ce gigas os,1.0
politics_04,Chameleon,1255420967255506944,./tweet_data/politics_04/Chameleon/tweets5/EWwmMcoXYAAGZJp.jpg,./annot_3000_hate/EWwmMcoXYAAGZJp.jpg,Rainy day. Good morning. #rain #weather #chameleon #wildlife #reptiles #wildlifephotography  #lovenature  #NaturePhotography  #ourplanet https://t.co/ahwxBTbjqj,© Steve Bloom ,ia wy wn ne ny oe nay ie cer ne na ne nt ae ny iy steve bloom,0.0
politics_04,TrumpIsALaughingStock,1253871213790846977,./tweet_data/politics_04/TrumpIsALaughingStock/tweets4/EWalH_2WsAEHItD.jpg,./annot_3000_hate/EWalH_2WsAEHItD.jpg,"Trump's Reality.
#TrumpIsALaughingStock  #TrumpPressBriefing #TrumpDisinfectant #DonaldMengele #Iran #RedLines  #JesusisKing #Election2020 #DisinfectantDonnie @realDonaldTrump @MessageFromLen @radiojibi https://t.co/eYjSjKuVSy","No! YoU LOST THE ELECTION & MY REGIME IS STILL HERE, JESUS IS THAT YOU? ",ay election regime jesus ue v4,1.0
politics_2020-02,kag,1227838570020233217,./tweet_data/politics_2020-02/kag/tweets2/EQoop9LUUAAv6BB.jpg,./annot_3000_hate/EQoop9LUUAAv6BB.jpg,@Debwrightjones @Handle Vote out all dems and #KAG https://t.co/Ve19w0DOZN,"LET ME GET THIS STRAIGHT: A PARTY THAT SUPPORTS ABORTION OVER LIFE, ILLEGALS OVER ITS OWN CITIZENS, AND REFUGEES OVER ITS OWN VETERANS IS GOING TO LECTURE ME ON MORALS? I DON'T THINK SO, CUPCAKE. ",let str ght ks party support abortion life illegal citizen cy refugee veteran go lecture dont think ake,0.0
vaccine_04,Plandemic,1253437485016928256,./tweet_data/vaccine_04/Plandemic/tweets4/EWUavtlXkAAQcYZ.jpg,./annot_3000_hate/EWUavtlXkAAQcYZ.jpg,Bodies left in streets of Guayaquil as Ecuador struggles with coronavirus https://t.co/JRLFv6RpNV #Stop5G #scamdemic #Plandemic 📴 warning against @eSmog_5G via twitter https://t.co/bR1F53HPna,EIR 4 News Bodies in the streetS in Ecuador virus epicentre ,bs ps ai ak og bo die street ss ecuador virus epicentre yy,0.0
vaccine_2021-02,CovidHoax,1359896128326672386,./tweet_data/vaccine_2021-02/CovidHoax/tweets2/Et9SUcpXcAI5dBo.jpg,./annot_3000_hate/Et9SUcpXcAI5dBo.jpg,"Absolutely 100% yes.
This is the plan with the Covid “hoax.”

#GreatReset #nwo #newworldorder #TheGreatReset #wef #worldeconomicforum #Zerocovid #COVID19 #covidhoax #covid19hoax #COVIDzero #immunitypassports #ConcentrationCamps #REOPENSCHOOLS #quarantinehotels #Dictatorship https://t.co/AOSbOzBRV2","COVID-19/ LOCKDOW KDOWN ORONA STOP Was fearmongering used to crash the economy and implement the Great Reset during the pandemic? MMERCOLA Take Control of Your Health For information about COVID-19, visit cdc.gov. ",bay ctt nya hl fearmongere crash economy implement great reset pandemic bi information visit,0.0
politics_08,RacistInChief,1292048979535028224,./tweet_data/politics_08/RacistInChief/tweets2/Ee5HsgKWkAEMbKa.jpg,./annot_3000_hate/Ee5HsgKWkAEMbKa.jpg,"Psss, your racism is showing again.  I can only imagine what you say in private. #RacistInChief #TrumpIsANationalDisgrace #VoteBiden https://t.co/LSqrNFg64Y",racist ,racist,1.0
vaccine_12,Plandemic,1340439959774310406,./tweet_data/vaccine_12/Plandemic/tweets3/EpozCeeXYAE6dbq.jpg,./annot_3000_hate/EpozCeeXYAE6dbq.jpg,"@NYGovCuomo The real question is if these “cases” even cases. The PCR test is not being used properly &amp; have been deemed inaccurate (even by Fauci).
If anyone believes in masks even just look at China. They are ALWAYS  in masks they should have had zero cases @JoeBiden #plandemic https://t.co/aB2mce5bLe","IF THE MASKLESS PEOPLE AREN'T GETTING TESTED, Open Man WHERE DO YOU THINK ALL THE POSITIVES ARE COMING FROM? ",ve ey wms nf eon think th positive come,0.0
asianhate_08,CCP_is_terrorist,1297404417201729537,./tweet_data/asianhate_08/CCP_is_terrorist/tweets4/EgFOZFXUMAAyyUm.jpg,./annot_3000_hate/EgFOZFXUMAAyyUm.jpg,"@StateDept @SecPompeo Freedom is not free, we must stop #CCPChina to crushing our freedom and human rights, we all know that CCP is terrism. 
#ChinaLiedPeopleDied #CCP_is_terrorist https://t.co/bygxa32VyA","CC The CCP lies, and makes those who tell the truth UNUM disappear. SECRETARY OF STATE MICHAEL R. POMPEO (Photo: State Dept./Ron Przysucha) ",ccp lie make tell truth disappear secretary state michael,0.0
politics_04,TrumpIsALaughingStock,1254309360823484421,./tweet_data/politics_04/TrumpIsALaughingStock/tweets4/EWgztv0WAAEDjqX.jpg,./annot_3000_hate/EWgztv0WAAEDjqX.jpg,"#DonaldTrump is into chemical solutions; thank #God ours is 💯% organic (read 'quadruped excretions').😀
#DontDrinkBleach #DonaldTrump #DisinfectantDonnie #NarendraModi #TrumpIsALaughingStock #lysol #Dettol 
@realDonaldTrump @POTUS @WhiteHouse @CNN https://t.co/JSaRWVbAJj",SAINT DONALD PATRON SAINT OF THE POORLY EDUCATED AND THE PERPETUALLY MISINFORMED. ,saint pointe ip ur tel saint poorly educate perpetually misinformed,1.0
politics_08,kag,1297935110851813380,./tweet_data/politics_08/kag/tweets4/EgMxGopUMAAD7g3.jpg,./annot_3000_hate/EgMxGopUMAAD7g3.jpg,The NFL has learned nothing over the last few years. America will find other things to do. We don’t need the NFL. Contrast the Patriotic Police Officer behind the Prima Donnas. #maga #tcot #kag https://t.co/vMQcH6fNRZ,UNCOMFORTABLE CONVERSATION ,ppd ers fe er os oes tree ae conversation,1.0
asianhate_04,ChinaLiedPeopleDied,1254250129755906050,./tweet_data/asianhate_04/ChinaLiedPeopleDied/tweets4/EWf9pTOWAAMp4JV.jpg,./annot_3000_hate/EWf9pTOWAAMp4JV.jpg,"@JoeBiden #TrumpPence2020 ♥️
#ChinaLiedPeopleDied 
#Hydroxychloroquine for everyone!!! https://t.co/7TJbouyoSO","YOU'RE FULL-OF SH T! IDON'T WORK FOR YOU"" Joe Biden-March 2020 ",yu tis ch ps il rin ai ty joe biden net,1.0
politics_04,TrumpIsALaughingStock,1254237005031997441,./tweet_data/politics_04/TrumpIsALaughingStock/tweets4/EWfx4OJU4AEvX25.jpg,./annot_3000_hate/EWfx4OJU4AEvX25.jpg,Find the odd one out  #TrumpIsALaughingStock https://t.co/mWuzZXGGoZ,"WHATEVER YOU ARE, BE A GOOD ONE. IF NOT US, WHO? IF NOT NOW, WHEN? YOUR VOICE CAN INJECT YOURSELVES CHANGE THE WORLD WITH DISINFECTANT ",te ue gs ta mu sy mg good wal sv ha celt ce le ie inject ae disinfectant,0.0
asianhate_2021-02,BoycottChina,1361696874407759873,./tweet_data/asianhate_2021-02/BoycottChina/tweets3/EuW4FgnUYAcTFyq.jpg,./annot_3000_hate/EuW4FgnUYAcTFyq.jpg,@business The whole world belongs to China #BoycottChina https://t.co/lwlyYZJdGC,"China on any territories (eg: Tibet, Taiwan, South China Sea, etc) Mine? Mine? Mine? Mine? Mine? Mine? Mine? internationalfuckccp54321 ",china territory eg tibet taiwan south china sea etc aan zi te,1.0
politics_08,Trump2020Landslide,1291163141351579649,./tweet_data/politics_08/Trump2020Landslide/tweets1/Eesh_UgXkAYmrMB.jpg,./annot_3000_hate/Eesh_UgXkAYmrMB.jpg,"I dont think their is anything more true than this meme 

Well, maybe that #BillClintonisaPedo, #SleepyJoeisRacist, and #Trump2020Landslide https://t.co/m5hdPaN6xB",THE MOST DANGEROUS WORLDVIEW IS THE WORLDVIEW OF THOSE WHO HAVE NOT VIEWED THE WORLD. ALEXANDER VON HUMBOLDT PIRTTON FOOTALL TURNING PÕINT USA LIKE COLLEGE STUDENTS IN SAFE SPACES?? ,sl dangerous wo worldview viewed wor alexander von humboldt pee te aire et quint ss aces,1.0
politics_04,TrumpIsANationalDisgrace,1247879596625793024,./tweet_data/politics_04/TrumpIsANationalDisgrace/tweets2/EVFb4NOXgAAPAhS.jpg,./annot_3000_hate/EVFb4NOXgAAPAhS.jpg,I only listen to those who know what the Hell they're talking about...&amp; that is not @realDonaldTrump! #DrFauci is who we should be listening to! #FauciIsAHero #TrumpPandemic #StayHome #COVID #TrumpLiesPeopleDie #TrumpIsKillingAmericans #TrumpIsANationalDisgrace #WhereAreTheTests https://t.co/fXabETGmsJ,FAUCI KEEP CALM AND LISTEN TO ME NOT HIM ,sa isis mt calm lim ome,0.0
politics_12,TrumpIsACompleteFailure,1336729650534367233,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets2/Eo0EiF5UwAAO1K4.jpg,./annot_3000_hate/Eo0EiF5UwAAO1K4.jpg,"@realDonaldTrump You’ve never lost so much and been beaten this bad, huh? It looks good on you, BabyHands McCrapYerPants. #TrumpIsACompleteFailure https://t.co/YbRMKXBEu5",PRESIDENT IMPEACHED ONE-TERM TEARS ,president ears,0.0
ageism_08,covidiots,1290848959573958658,./tweet_data/ageism_08/covidiots/tweets1/EeoESaRWsAIo8ME.jpg,./annot_3000_hate/EeoESaRWsAIo8ME.jpg,"Almost 160,000 dead. But ay, it is what it is💁‍♂️ says the #RacistInChief  #TrumpThreatensAmerica #COVID19 #COVIDIOTS #TrumpVirusDeathToll160K https://t.co/OJ9p5qaTjO","They are dying. It's true. It is what it is."" current occupant of the White House VoteVets.org Country. Service. Action. ",ae naeem lt gt ei current occupant white house le tf,0.0
politics_08,TrumpGestapo,1289565619017224195,./tweet_data/politics_08/TrumpGestapo/tweets1/EeV1GHPU0AAFvJ5.jpg,./annot_3000_hate/EeV1GHPU0AAFvJ5.jpg,@realDonaldTrump #TrumpGestapo targets moms https://t.co/oNzojhgbp7,THE CHRISTIAN LEFT STANDS WITH THE WALL OF MOMS! THE CHRISTIAN LEFT ,christian left stand wall moms rs ss rel hris aun leet di,0.0
politics_08,InterruptTrump,1293368406754963457,./tweet_data/politics_08/InterruptTrump/tweets2/EfL3tLsXYAAso4R.jpg,./annot_3000_hate/EfL3tLsXYAAso4R.jpg,@ncs1939 Typical!#BidenHarris2020 #InterruptTrump #DonsNextCon #TrumpMadeInChina https://t.co/Cynv0WXCmH,ASSHOLE DONALD TRUMP ,donald trump,1.0
asianhate_2020-02,Wuhanvirus,1223865832142278656,./tweet_data/asianhate_2020-02/Wuhanvirus/tweets1/EPwLdyzU8AAWlFu.jpg,./annot_3000_hate/EPwLdyzU8AAWlFu.jpg,"@IlariaMariaSala Early Jan, #HongKong govt denied reports of #WuhanVirus.

Then, masked officials told us it's not a must to wear masks.

Now, Carrie finally admitted the severity but refused to give away CSI masks becos govt shud not interfere the market.

A talk with #CarrieLam is useless. https://t.co/55sMC2GHgw",Stand News aa E: 2020#197811:12 E : 2020#17811:13 LINE URL AA 3. 8 ,gap hd oe nce lue fis stern cm e13 0000 c38 o8,0.0
politics_2020-02,TrumpIsALaughingStock,1224920199293546496,./tweet_data/politics_2020-02/TrumpIsALaughingStock/tweets1/EP_KbZzX4AEuFKh.jpg,./annot_3000_hate/EP_KbZzX4AEuFKh.jpg,"How a real president looks at Putin. No one can say Obama was buddies with Russia, n.korea or Saudi Arabia. The comparison of these two men is impossible as they can’t even be ranked. #VoteBlueToEndThisNightmare #TrumpIsALaughingStock #TrumpDerangementSyndrome #BlueTsunami2020 https://t.co/vfmbpslIAG https://t.co/bYj9W3Hatz",402 020 HANGZHOU S ,bay wa pa ote bad demerit pone oor,0.0
politics_12,TrumpIsACompleteFailure,1341537279991574528,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets4/Ep4YZ6KXMAA7vHC.jpg,./annot_3000_hate/Ep4YZ6KXMAA7vHC.jpg,"This is the magazine cover I am waiting for in Feb. 2021

#TrumpIsACriminal #TrumpIsACompleteFailure #TrumpVirus #TrumpLiesEverytimeHeSpeaks #TrumpTreason #TrumpMeltdown #TrumpIsANationalDisgrace https://t.co/j69DwqpibV","Feb, 2021 EXCLUSIVE The 45th President of the United States and his family have been found guilty of many crimes after his presidency. Including Treason, Extortion, Embezzlement and Conspiracy. Story Inside This is the magazine cover I am waiting for in February 2021 Issue 1 Val. 1 $10.00 Exposé E ",ety exclusive ale em tale magazine cover lam ei february mv yau mm,1.0
politics_12,TrumpIsACompleteFailure,1335515782265135105,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets1/Eoi0gdRWEAElqiC.jpg,./annot_3000_hate/Eoi0gdRWEAElqiC.jpg,"#MAGAIsCancelled because #WeirdoTrump really DID lose the election and will be gone Jan. 20. The MAGAts will all soon be crawling back under their rocks.

Fresh, clean air is coming, folks.

#TrumpMeltdown #TrumpIsALaughingStock #TrumpIsPathetic #TrumpIsACompleteFailure https://t.co/3wb6zHYgjI","BREAKING Crammed like maskless sardines, a socially undistanced Georgia crowd bites Trump's dangerous lies hook, line, and sinker. Trump tells the crowd ""we got 74 million votes and they are trying to convince us we lost."" Biden received over 81 million votes. Spread Delusional Donnie's shame! CALL TO ACTIVISM ",m7 yal ey ee ae vote syl mcse tmp eee leed,1.0
politics_2020-02,Trump2020Landslide,1232429067590303744,./tweet_data/politics_2020-02/Trump2020Landslide/tweets4/ERp3skqXUAE3vbM.jpg,./annot_3000_hate/ERp3skqXUAE3vbM.jpg,"Bernie, it’s called capitalism and putting America first! #FeelTheBern2020 #SocialismKills #Trump2020Landslide https://t.co/y2tJuQszJw","I've spent my entire adult life fighting against everything that Trump stands for."" -Bernie Sanders 99 ",ve spend entire adult life fight za trump stand ma bernie sanders,0.0
politics_2021-02,kag,1362917094891872258,./tweet_data/politics_2021-02/kag/tweets3/EuoN38nWYAMQp0z.jpg,./annot_3000_hate/EuoN38nWYAMQp0z.jpg,"@HoustonChron @AZIndivisible1 #FlyinTed can learn from his ""Socialist"" colleague. Keep up the great work, @AOC! Red state or not, they're still #Americans. You make me proud to be a #Liberal. Helping people, that's what we do.

#VoteBlue Texas!! 

#MAGA #KAG #TexasGOP https://t.co/PD92bSAsRa",JUST REMEMBER HILLARY WENT TO GROUND ZERO ON 911 ,remember ps ary go t0 ground zero 911,0.0
ageism_12,covidiots,1335261428266229767,./tweet_data/ageism_12/covidiots/tweets1/EofNMTHXcAMrsSh.jpg,./annot_3000_hate/EofNMTHXcAMrsSh.jpg,"You’re likely to find more maturity from a member of an elementary school student council than this member of the United States House of Representatives.

#COVID19 #COVIDIOTS #coronavirus @Jim_Jordan #GymJordan #AnthonyFauci https://t.co/jPrAnmX1nZ","Rep. Jim Jordan O @Jim_Jordan Dr. Fauci says Americans should ""avoid travel"" over the holidays. What will he cancel next? Saying Merry Christmas? 5:42 PM · 12/4/20 · Twitter for iPhone ",rep jim jordan oo jim jordan dr say americans avoid travel holiday cancel say merry christmas 542 pm twitter iphone,0.0
ageism_04,covidiots,1252374821830225921,./tweet_data/ageism_04/covidiots/tweets3/EWFUPzJU0AQRFwR.jpg,./annot_3000_hate/EWFUPzJU0AQRFwR.jpg,"@GovKemp Killing your constituents to own the libs.
#RepealAndReplaceRepublicans
#VoteThemAllOut
#VoteBlueToSaveAmerica
#COVIDIOTS https://t.co/cICJ3QiZLZ",VOTE FOR JOE BIDEN. HE WON'T TRY TO KILL US! www.JOEBIDEN.COM PRESIDENT ,vote joe biden wont try kill,1.0
politics_08,TrumpChaos,1298086172321882113,./tweet_data/politics_08/TrumpChaos/tweets4/EgO6ffCWAAARo64.jpg,./annot_3000_hate/EgO6ffCWAAARo64.jpg,@Alyssa_Milano Don Jr. is stoned!!  He is high as a kite!!  #DonJrHighAsAKite.  #TrumpChaos #BidenHarris https://t.co/kkfR31Wbpp,NT RATES EVER FOR JR. ADDRESSES THE REPUBLICAN CONVENTION EREPUBLICAN NATIONAL CONYENTIONG ,ie fas jr wh vee ai wh eo ip nt rate hh ay address rp convention national,0.0
immigration_2021-04,BorderCrisis,1387658459991003137,./tweet_data/immigration_2021-04/BorderCrisis/tweets5/E0H0BAIVkAYsArX.jpg,./annot_3000_hate/E0H0BAIVkAYsArX.jpg,""" I knew it was bad, but It's an incredible catastrophe"" .@MariaBartiromo on #Biden #BidenHarris #BorderCrisis https://t.co/XTMlgNi3F4",TX ATTY. GEN. HOLDS PRESSER ON BORDER CRISIS RSBN @RSBNETWORK 1:35 PM ET ,ns pe al wave ms ra tx atty gen holds presser border crisis sen,0.0
ageism_2021-04,covidiots,1386370108407250944,./tweet_data/ageism_2021-04/covidiots/tweets4/Ez1f3flVIAIe4oK.jpg,./annot_3000_hate/Ez1f3flVIAIe4oK.jpg,#COVIDIOTS #zoezane will be the last mask wearing hottie https://t.co/bVBMVoJbfQ,FREEDOM OMEANS I wear a mask so others live! ,oe ve oo ti ray es es fy te ven yy meee bit cy vf livet,0.0
asianhate_04,ChinaVirus,1251762422714642438,./tweet_data/asianhate_04/ChinaVirus/tweets3/EV8nSN6XkAAHEPd.jpg,./annot_3000_hate/EV8nSN6XkAAHEPd.jpg,"@arabnews @turkiyeyabanci #COVID19 pandemic is spreading all over the world.
#VirusGuard is the only solution to protect yourself against #coronavirus.

https://t.co/XwEak900vC

#WuhanOutbreak #Coronachina #Covid_19 #Mers #wuhanvirus #ChinaVirus #Coronaindia #Coronaturkey #Coronaitaly #wuhancity https://t.co/cEyGsQ0z4B",Virus - Guard Sustainable Disinfection DISINFECTS & PROTECTS UPTO 10 DAYS Virus-Guard products stop Virus-Guard Virus-Guard ALLONE cross-co ntamination ALLDONE SURFACE DISINFECTANT LLS E Aial-Fee w w w.virgu ard.com ,guard sustainable disinfection bbe ss hb bh hf gb product stop allo aan com,0.0
politics_08,Trump2020Landslide,1293943666847883269,./tweet_data/politics_08/Trump2020Landslide/tweets2/EfUC5_UU0AAepD0.jpg,./annot_3000_hate/EfUC5_UU0AAepD0.jpg,Which one of your Children will you let DIE to vote for Biden! #BidenHarris #Biden2020 #TrumpIsACompleteFailure #NeverBiden #Maga #Trump2020Landslide @realDonaldTrump #VoteOutRacism #TrumpVirus @greggutfeld #TrumpThreatensAmerica https://t.co/16SkFMOyuS,WSJ: Shootings Up 76 Percent 2020 vs. 2019 in Bill de Blasio's NYC ,es wsj shooting 76 percent 2020 vs 2019 bill de es nyc,0.0
politics_08,TrumpIsANationalDisgrace,1296495023366770689,./tweet_data/politics_08/TrumpIsANationalDisgrace/tweets3/Ef4TWY8U0AAhFXZ.jpg,./annot_3000_hate/Ef4TWY8U0AAhFXZ.jpg,@kayleighmcenany @DonaldJTrumpJr Never forget Trumps criminals or the girls or the racist position or the lies or the deaths #TrumpIsANationalDisgrace https://t.co/0wmONZbpOd,Putrey Br Cohen Papadopoulos Flynn Manafort Stone Gates ,ce sm cohen papadopoulos flynn ae stone gate ia td,0.0
asianhate_04,BoycottChina,1251860649547665408,./tweet_data/asianhate_04/BoycottChina/tweets3/EV-AmoFUEAA-dHi.jpg,./annot_3000_hate/EV-AmoFUEAA-dHi.jpg,Yeah it’s an act of #Terrorism. @MFA_China @zlj517 #ChinaLiedAndPeopleDied #BoycottChina #CCP_is_terrorist #ChineseVirus #MakeChinaPay https://t.co/dyzPJWygAn,"Noob Pro Different Way, Same Work ",cr noor se ie lc dtc fe rent way sa ne work,1.0
politics_08,TrumpChaos,1297993570809532421,./tweet_data/politics_08/TrumpChaos/tweets4/EgNmNNdXsAEklXP.jpg,./annot_3000_hate/EgNmNNdXsAEklXP.jpg,@realDonaldTrump What a bunch of bs.  #TrumpChaos https://t.co/V29d2ohbp9,#TRUMPPLAGUE CURE AVAILABLE NOV. 3 #VOTEBLUE ,lo 43 available le ae,1.0
politics_12,TrumpIsANationalDisgrace,1336390347270873089,./tweet_data/politics_12/TrumpIsANationalDisgrace/tweets2/EovP8ByW8AM2YyT.jpg,./annot_3000_hate/EovP8ByW8AM2YyT.jpg,"@WhiteHouse Talking more crap as usual. We have started to vaccinate ordinary people here today, for free,in the UK. The program is already being rolled out. USA stats are still the worst. #TrumpIsANationalDisgrace #DiaperDon https://t.co/QPss883cTy","I didn't just downplay the virus. I also held big rallies and mocked people for social distancing and wearing masks, knowing they would spread it. @VoteBluePA ",nt virus hold big rally mock people social distance wear spread mask know,1.0
vaccine_2021-04,BillGatesBioTerrorist,1386676880930074625,./tweet_data/vaccine_2021-04/BillGatesBioTerrorist/tweets4/Ez53RgHVUAAIMIc.jpg,./annot_3000_hate/Ez53RgHVUAAIMIc.jpg,"@Abwas10 #pmcfScam #puppetObama
is just a taut of
#BillGatesBioTerrorist https://t.co/b7vPZUMZ62",nan,wen tent atal gee ch tet fat fats che heyer fasta,0.0
politics_2021-04,TrumpIsALaughingStock,1384638235599462400,./tweet_data/politics_2021-04/TrumpIsALaughingStock/tweets3/Ezc5ItXUUAgu2QB.jpg,./annot_3000_hate/Ezc5ItXUUAgu2QB.jpg,Hey #Resisters our 2nd ep of @BSdeResistance airs tomorrow at 8p ET/5p PT on WBCQ The Planet in 7490 kHz shortwave &amp; streaming live at https://t.co/XLg4Fqdhx0. Catch up with the story! #comedypodcast #Satire #TrumpIsALaughingStock #TheResistance #Resistance #comedy https://t.co/o5nyiD26v0,Dot RECORDS 2-CD SET BS DE RESISTANCE GOOD TROUBLE ,yy wl gi id wee mf nad 2p ag good trouble,0.0
politics_12,TrumpIsACompleteFailure,1336289497999405057,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets2/Eot0N2_XEAIqqvQ.jpg,./annot_3000_hate/Eot0N2_XEAIqqvQ.jpg,"Trump just had to step outside and vent.
#TrumpIsACompleteFailure https://t.co/q0ioAnuj9T","I COULD HAVE A MEDAL IF I WANTED ONE, THE MEDAL PEOPLE SAID I COULD. @Essentialworker ",pa medal want medal people say aa ee ve ord ra,1.0
